word,pos,cefr
forecast,noun,B1
hedge,noun,B2
habitat,noun,C1
iceberg,noun,C1
grass,noun,A1
geography,noun,A2
gold,noun,A2
ice,noun,A2
heat,noun,B1
iron,noun,B1
global warming,noun,B2
ground,noun,B2
hail,noun,C2
fog,noun,A2
forest,noun,A2
frost,noun,B2
gas,noun,B2
harvest,noun,B2
grow,verb,A2
flood,verb,B1
freeze,verb,B1
fight,noun,B1
hug,noun,B1
fight,noun,B2
glance,noun,B2
go,noun,B2
help,noun,A2
housework,noun,B1
habit,noun,B1
grip,noun,B2
hold,noun,B2
gaze,noun,C2
fish,verb,B1
hide,verb,B1
fight,verb,B2
freeze,verb,B2
hesitate,verb,B2
giggle,verb,C2
glare,verb,C2
grin,verb,C2
find,verb,A1
give,verb,A1
find,verb,A2
get,verb,A2
give,verb,A2
hear,verb,A2
hit,verb,A2
hold,verb,A2
fetch,verb,B1
finish,verb,B1
fix,verb,B1
follow,verb,B1
form,verb,B1
give,verb,B1
hand,verb,B1
handle,verb,B1
hide,verb,B1
hit,verb,B1
hold,verb,B1
hold,verb,B1
hug,verb,B1
imagine,verb,B1
install,verb,B1
invent,verb,B1
fit,verb,B2
fix,verb,B2
forbid,verb,B2
force,verb,B2
found,verb,B2
free,verb,B2
gather,verb,B2
grip,verb,B2
guard,verb,B2
guard,verb,B2
identify,verb,B2
identify,verb,B2
ignore,verb,B2
implement,verb,B2
introduce,verb,B2
grasp,verb,C1
imitate,verb,C1
impose,verb,C1
impose,verb,C1
inspect,verb,C1
force,verb,C2
haul,verb,C2
initiate,verb,C2
finish,verb,A1
hear,verb,A1
help,verb,A1
fill,verb,A2
follow,verb,A2
help,verb,A2
hurry,verb,A2
improve,verb,A2
fight,verb,B1
fold,verb,B1
grab,verb,B1
hang,verb,B1
iron,verb,B1
fight,verb,B2
fight,verb,B2
fire,verb,B2
gather,verb,B2
hunt,verb,B2
invest,verb,B2
flee,verb,C1
form,verb,C2
girl,noun,A1
haircut,noun,B1
feature,noun,B2
figure,noun,B2
grown-up,noun,B2
fringe,noun,C2
hair,noun,A1
grow,verb,B1
favourite,noun,B1
fool,noun,B1
head,noun,B1
hero,noun,B1
idea,noun,B1
figure,noun,B2
gentleman,noun,B2
idiot,noun,B2
fun,noun,A1
force,noun,B2
grief,noun,B2
guilt,noun,B2
honesty,noun,B2
honour,noun,B2
horror,noun,B2
humour,noun,B2
hatred,noun,C1
initiative,noun,C1
hypocrisy,noun,C2
fear,noun,B1
heart,noun,B1
hope,noun,B1
freedom,noun,B2
image,noun,B2
honour,noun,B2
hate,verb,A2
interest,verb,B1
fear,verb,B2
fear,verb,B2
feel,verb,B2
impress,verb,B2
inspire,verb,B2
inspire,verb,B2
inspire,verb,B2
irritate,verb,C1
hope,verb,A2
feel,verb,B1
hurt,verb,B1
friend,noun,A1
husband,noun,A1
girlfriend,noun,A2
grandchild,noun,A2
granddaughter,noun,A2
grandfather,noun,A2
grandmother,noun,A2
grandparent,noun,A2
grandson,noun,A2
guest,noun,A2
girlfriend,noun,B1
groom,noun,B1
funeral,noun,B2
gang,noun,B2
host,noun,B2
football,noun,A1
game,noun,A1
game,noun,A2
goal,noun,A2
goal,noun,A2
hobby,noun,A2
field,noun,B1
final,noun,B1
go,noun,B1
favourite,noun,C2
foul,noun,C2
football,noun,A1
golf,noun,A2
hockey,noun,A2
gymnastics,noun,B1
ice hockey,noun,B1
guarantee,noun,B2
goods,noun,B1
hold,verb,B2
file,noun,A2
folder,noun,B1
hard drive,noun,B2
hit,noun,B2
icon,noun,B2
IT,noun,A2
hardware,noun,B1
flash,noun,B2
go,verb,C2
generate,verb,B2
Google,verb,B2
flight,noun,A2
guest,noun,A2
guidebook,noun,A2
helicopter,noun,A2
ferry,noun,B1
garage,noun,B1
gate,noun,B1
harbour,noun,B1
horn,noun,B2
holiday,noun,A1
fly,verb,A1
go,verb,A1
go,verb,A1
fly,verb,A2
go,verb,B1
fly,verb,C2
guide,noun,A2
firm,noun,B1
guard,noun,B1
head,noun,B1
industry,noun,B1
fisherman,noun,B2
giant,noun,C2
industry,noun,B2
holiday,noun,A1
head,verb,B2
haunt,verb,B2
indifference,noun,C2
inconvenience,noun,C1
interference,noun,C1
interference,noun,C2
intruder,noun,C2
installation,noun,C1
integration,noun,C1
inclusion,noun,C1
inhibition,noun,C2
intrusion,noun,C2
intervention,noun,C2
impossibility,noun,C2
inferiority,noun,C2
insecurity,noun,C2
inequality,noun,C2
inability,noun,C1
import,verb,B2
inferior,noun,C2
influx,noun,C2
input,noun,B2
inaccuracy,noun,C1
injustice,noun,C1
insight,noun,C1
intrude,verb,C2
invade,verb,C1
inherit,verb,C2
invade,verb,C2
integrate,verb,C1
inherit,verb,C2
interval,noun,C2
interact,verb,B2
interfere,verb,C1
importance,noun,B1
inheritance,noun,C2
innocence,noun,C1
headteacher,noun,A2
foreigner,noun,B1
hairdresser,noun,B1
hairdryer,noun,B1
gardener,noun,B2
follower,noun,C2
founder,noun,C2
further,verb,C2
gardening,noun,B2
hunting,noun,B2
housing,noun,C1
generation,noun,B1
generation,noun,B2
generation,noun,B2
institution,noun,B2
foundation,noun,C1
foundation,noun,C2
fraction,noun,C2
imitation,noun,C2
inspiration,noun,C2
institution,noun,C2
foundation,noun,C1
industrialization,noun,C1
isolation,noun,C1
implementation,noun,C2
isolation,noun,C2
invention,noun,B1
intention,noun,B2
interruption,noun,B2
introduction,noun,B2
investigation,noun,B2
generalization,noun,C1
indication,noun,C1
innovation,noun,C1
inspection,noun,C1
hesitation,noun,C2
illustration,noun,C2
inclination,noun,C2
indication,noun,C2
inspection,noun,C2
intuition,noun,C2
invasion,noun,C2
impression,noun,B2
introduction,noun,C1
invitation,noun,C2
guitarist,noun,B1
flexibility,noun,B2
humanity,noun,C1
humanity,noun,C2
individuality,noun,C2
intensity,noun,C2
identity,noun,B2
imperative,noun,B2
generalize,verb,C1
improvement,noun,B1
investment,noun,B2
harassment,noun,C1
fulfilment,noun,C2
improvement,noun,B1
involvement,noun,B2
friendliness,noun,B2
forgiveness,noun,C2
goodness,noun,C2
homelessness,noun,C2
inspector,noun,B2
inventor,noun,B2
investigator,noun,B2
indicator,noun,C2
hardship,noun,C1
gambling,noun,B2
hotel,noun,A1
hour,noun,A1
first name,noun,A2
folder,noun,A2
friend,noun,A2
gift,noun,A2
head,noun,A2
housewife,noun,A2
idea,noun,A2
favour,noun,B1
festival,noun,B1
fifth,noun,B1
figure,noun,B1
film-maker,noun,B1
fine,noun,B1
finish,noun,B1
fire,noun,B1
firework,noun,B1
flag,noun,B1
floor,noun,B1
fountain,noun,B1
gap,noun,B1
goal,noun,B1
ground,noun,B1
guide,noun,B1
gun,noun,B1
handkerchief,noun,B1
herb,noun,B1
hit,noun,B1
hole,noun,B1
honeymoon,noun,B1
hostel,noun,B1
indefinite article,noun,B1
infinitive,noun,B1
fault,noun,B2
fault,noun,B2
feature,noun,B2
female,noun,B2
flame,noun,B2
flash,noun,B2
force,noun,B2
form,noun,B2
function,noun,B2
gap,noun,B2
gap,noun,B2
gap,noun,B2
grave,noun,B2
hair,noun,B2
hammer,noun,B2
handle,noun,B2
heart,noun,B2
highlight,noun,B2
icon,noun,B2
immigrant,noun,B2
incident,noun,B2
individual,noun,B2
institute,noun,B2
interior,noun,B2
figure,noun,C1
figure,noun,C1
flaw,noun,C1
fleet,noun,C1
fleet,noun,C1
footstep,noun,C1
format,noun,C1
formula,noun,C1
formula,noun,C1
function,noun,C1
gadget,noun,C1
gathering,noun,C1
genius,noun,C1
gerund,noun,C1
gesture,noun,C1
gesture,noun,C1
giant,noun,C1
gift,noun,C1
glimpse,noun,C1
grill,noun,C1
hazard,noun,C1
heading,noun,C1
historian,noun,C1
home,noun,C1
idol,noun,C1
implication,noun,C1
initiative,noun,C1
instance,noun,C1
instrument,noun,C1
feat,noun,C2
field,noun,C2
filter,noun,C2
fireplace,noun,C2
flash,noun,C2
flood,noun,C2
forgery,noun,C2
framework,noun,C2
fraud,noun,C2
fringe,noun,C2
frown,noun,C2
future,noun,C2
gamble,noun,C2
gasp,noun,C2
glare,noun,C2
grin,noun,C2
gulf,noun,C2
head,noun,C2
heir,noun,C2
hierarchy,noun,C2
horizon,noun,C2
horn,noun,C2
host,noun,C2
hostage,noun,C2
hypothesis,noun,C2
idol,noun,C2
illusion,noun,C2
image,noun,C2
impulse,noun,C2
individual,noun,C2
instruction,noun,C2
instrument,noun,C2
gas,noun,A2
handball,noun,B1
interest,noun,B1
genetics,noun,B2
good,noun,B2
harm,noun,B2
harmony,noun,B2
heaven,noun,B2
hunger,noun,B2
friction,noun,C1
geology,noun,C1
glamour,noun,C1
globalization,noun,C1
glory,noun,C1
glory,noun,C1
grace,noun,C1
greed,noun,C1
hate,noun,C1
hygiene,noun,C1
fever,noun,C2
fire,noun,C2
flair,noun,C2
focus,noun,C2
forgery,noun,C2
fraud,noun,C2
genius,noun,C2
glare,noun,C2
glue,noun,C2
good,noun,C2
grace,noun,C2
heritage,noun,C2
implication,noun,C2
infancy,noun,C2
instruction,noun,C2
February,noun,A1
Friday,noun,A1
hospital,noun,A1
fire,noun,A2
history,noun,A2
fuel,noun,B1
height,noun,B1
fortune,noun,B2
gender,noun,B2
habit,noun,B2
income,noun,B2
gain,noun,C1
fluid,noun,C2
force,noun,C2
fragrance,noun,C2
gain,noun,C2
guarantee,noun,C2
illusion,noun,C2
incentive,noun,C2
instinct,noun,C2
intellect,noun,C2
interest,noun,C2
human rights,noun,B2
fumes,noun,C1
grounds,noun,C2
grounds,noun,C2
the first person,noun,B2
help,noun,B2
flair,noun,C1
flow,noun,C1
hunger,noun,C1
idea,noun,C1
field,noun,C2
film,noun,C2
flavour,noun,C2
glow,noun,C2
glow,noun,C2
grasp,noun,C2
grasp,noun,C2
grasp,noun,C2
finish,verb,A1
grow,verb,A2
happen,verb,A2
happen,verb,A2
float,verb,B1
flow,verb,B1
go,verb,B1
go,verb,B1
grow,verb,B1
hitchhike,verb,B1
go,verb,B2
feed,verb,C1
hop,verb,C1
flourish,verb,C2
fluctuate,verb,C2
fly,verb,C2
frown,verb,C2
gasp,verb,C2
gasp,verb,C2
gesture,verb,C2
glow,verb,C2
glow,verb,C2
hang,verb,C2
hop,verb,C2
hop,verb,C2
get,verb,A1
get,verb,A1
have,verb,A1
forget,verb,A2
hurt,verb,A2
include,verb,A2
fax,verb,B1
feed,verb,B1
fill,verb,B1
fill,verb,B1
find,verb,B1
forget,verb,B1
gain,verb,B1
give,verb,B1
give,verb,B1
give,verb,B1
give,verb,B1
guide,verb,B1
have,verb,B1
have,verb,B1
hide,verb,B1
hire,verb,B1
hold,verb,B1
imagine,verb,B1
imagine,verb,B1
injure,verb,B1
install,verb,B1
intend,verb,B1
interview,verb,B1
introduce,verb,B1
involve,verb,B1
involve,verb,B1
finance,verb,B2
fine,verb,B2
fool,verb,B2
form,verb,B2
frighten,verb,B2
generate,verb,B2
grab,verb,B2
hang,verb,B2
hold,verb,B2
illustrate,verb,B2
imagine,verb,B2
interrupt,verb,B2
involve,verb,B2
feed,verb,C1
fill,verb,C1
fit,verb,C1
follow,verb,C1
foresee,verb,C1
gather,verb,C1
grasp,verb,C1
group,verb,C1
head,verb,C1
hit,verb,C1
hold,verb,C1
host,verb,C1
illustrate,verb,C1
imprison,verb,C1
indicate,verb,C1
infect,verb,C1
favour,verb,C2
figure,verb,C2
filter,verb,C2
form,verb,C2
formulate,verb,C2
formulate,verb,C2
found,verb,C2
glue,verb,C2
grace,verb,C2
greet,verb,C2
grip,verb,C2
grip,verb,C2
handle,verb,C2
hinder,verb,C2
house,verb,C2
house,verb,C2
imply,verb,C2
incorporate,verb,C2
incur,verb,C2
indulge,verb,C2
invite,verb,C2
feel,verb,A1
film,verb,B1
fit,verb,B1
float,verb,B1
follow,verb,B1
follow,verb,B1
forget,verb,B1
forget,verb,B1
gain,verb,B1
hunt,verb,B1
feature,verb,B2
feel,verb,B2
flash,verb,B2
flood,verb,B2
fly,verb,B2
govern,verb,B2
help,verb,B2
invest,verb,B2
investigate,verb,B2
fit,verb,C1
flash,verb,C2
flatten,verb,C2
gamble,verb,C2
go,verb,C2
hum,verb,C2
indulge,verb,C2
intensify,verb,C2
ghost,noun,B1
god,noun,B2
hell,noun,B2
hell,noun,B2
haunt,verb,B2
impolite,adjective,B2
incredible,adjective,B1
industrious,adjective,C2
frozen,adjective,B1
great,adjective,A1
half,noun,B2
full,adjective,B2
golden,adjective,A2
humour,noun,C2
fed up,adjective,B2
inseparable,adjective,C2
insane,adjective,C1
irregular,adjective,B1
fraudulent,adjective,C2
imperative,adjective,C2
formerly,adverb,B2
handy,adjective,C2
ill,adjective,C1
foremost,adjective,C2
indeed,adverb,C2
intent,noun,C2
fun,adjective,A2
heavenly,adjective,C1
hot,adjective,C1
fire,verb,B2
incurable,adjective,C2
intolerable,adjective,C2
inseparable,adjective,C2
illegal,adjective,B2
impersonal,adjective,C1
irrational,adjective,C2
insignificant,adjective,C1
intolerant,adjective,C2
inexperienced,adjective,B2
inedible,adjective,C1
irresponsible,adjective,B2
injection,noun,C2
inclusive,adjective,C1
insensitive,adjective,C1
interactive,adjective,C1
interactive,adjective,B2
illegally,adverb,B2
impatiently,adverb,B2
incredibly,adverb,B2
implicit,adjective,C2
impatient,adjective,B2
impatient,adjective,B2
immature,adjective,C2
insane,adjective,C2
inadequate,adjective,C1
inadequate,adjective,C1
inferior,adjective,C1
insecure,adjective,C1
inconsiderate,adjective,C2
inhuman,adjective,C2
innate,adjective,C2
the Internet,noun,A1
irregular,adjective,B2
favourable,adjective,B2
formidable,adjective,C2
grammatical,adjective,C2
hierarchical,adjective,C2
financial,adjective,B1
global,adjective,B2
intellectual,adjective,B2
hysterical,adjective,C1
hypocritical,adjective,C2
intellectual,adjective,C2
intellectual,noun,C2
industrial,adjective,B2
important,adjective,A1
inhabitant,noun,B2
injured,adjective,B2
flawed,adjective,C2
fried,adjective,A2
grilled,adjective,A2
interested,adjective,A2
frightened,adjective,B1
impressed,adjective,B2
irritated,adjective,B2
gifted,adjective,C1
fluent,adjective,B2
fluent,adjective,B2
innocent,adjective,B2
innocent,adjective,B2
intelligent,adjective,B1
innocent,adjective,B2
independent,adjective,B2
harmful,adjective,B2
graceful,adjective,C1
grateful,adjective,B1
helpful,adjective,B1
hopeful,adjective,B1
forceful,adjective,C2
graceful,adjective,C2
genetic,adjective,C1
heroic,adjective,C1
idealistic,adjective,C1
gymnastic,adjective,B2
growing,adjective,B2
intriguing,adjective,C2
freezing,adjective,B1
good-looking,adjective,A2
interesting,adjective,A1
frightening,adjective,B1
irritating,adjective,B2
frustrating,adjective,C1
imagination,noun,B1
foolish,adjective,B2
impressive,adjective,B2
imaginative,adjective,C1
impulsive,adjective,C2
harmless,adjective,B2
faultless,adjective,C2
flawless,adjective,C2
hopeless,adjective,B1
hopeless,adjective,B2
fearless,adjective,C2
finally,adverb,B1
fortunately,adverb,B1
fully,adverb,B1
generally,adverb,B1
heavily,adverb,B1
honestly,adverb,B1
hopefully,adverb,B1
firstly,adverb,B2
fluently,adverb,B2
frankly,adverb,B2
generally,adverb,B2
generally,adverb,B2
greatly,adverb,B2
highly,adverb,C1
incidentally,adverb,C1
financially,adverb,B2
globally,adverb,B2
happily,adverb,B1
foolishly,adverb,B2
furiously,adverb,B2
gently,adverb,B2
happily,adverb,B2
honestly,adverb,B2
hopefully,adverb,B2
icily,adverb,C2
intellectually,adverb,C2
intensely,adverb,C2
government,noun,B1
generous,adjective,B1
furious,adjective,B2
healthy,adjective,A2
healthy,adjective,A2
guilty,adjective,B2
faulty,adjective,B2
filthy,adjective,C1
hungry,adjective,A1
fatty,adjective,C1
foggy,adjective,A2
icy,adjective,B1
icy,adjective,B1
funny,adjective,A1
guilty,adjective,B1
greedy,adjective,B2
icy,adjective,B2
fussy,adjective,C2
fussy,adjective,C2
group,noun,A1
fine,adjective,A1
good,adjective,A1
fit,adjective,A2
ill,adjective,A2
human,adjective,B1
hurt,adjective,B1
feeble,adjective,C2
fresh,adjective,C2
how,adverb,A2
germ,noun,C1
itch,verb,B2
flat,adjective,B1
good,adjective,A1
great,adjective,B1
here,adverb,A1
hardly,adverb,B1
how,adverb,B1
how,adverb,B1
indeed,adverb,B1
furthermore,adverb,B2
hardly,adverb,B2
initial,noun,B1
guideline,noun,C1
inform,verb,B1
issue,verb,C2
good,adjective,A1
good,adjective,A1
green,adjective,A1
grey,adjective,A1
fine,adjective,A2
gold,adjective,A2
golden,adjective,A2
good,adjective,A2
great,adjective,A2
happy,adjective,A2
hard,adjective,A2
heavy,adjective,A2
heavy,adjective,A2
high,adjective,A2
horrible,adjective,A2
indoor,adjective,A2
flat,adjective,B1
front,adjective,B1
gentle,adjective,B1
giant,adjective,B1
heavy,adjective,B1
high,adjective,B1
high,adjective,B1
high,adjective,B1
huge,adjective,B1
individual,adjective,B1
fierce,adjective,B2
fine,adjective,B2
firm,adjective,B2
genuine,adjective,B2
high,adjective,B2
ideal,adjective,B2
inaccurate,adjective,B2
inconvenient,adjective,B2
inner,adjective,B2
inside,adjective,B2
good,adjective,C1
harsh,adjective,C1
immense,adjective,C1
intense,adjective,C1
feeble,adjective,C2
fine,adjective,C2
fluid,adjective,C2
fragile,adjective,C2
fragrant,adjective,C2
grim,adjective,C2
in,adverb,A2
inside,adverb,A2
high,adverb,B1
indoors,adverb,B1
fine,adverb,B2
flat,adverb,B2
high,adverb,C1
half,noun,A2
inside,noun,B2
fresh,adjective,A2
frozen,adjective,B1
hot,adjective,B1
flat,adjective,C2
ingredient,noun,B1
grain,noun,C2
first-floor,adjective,B1
floor,noun,A1
infrastructure,noun,C1
free,adjective,A2
gross,adjective,C1
free,adverb,A2
gold,adjective,A2
fine,adjective,B1
frozen,adjective,B1
green,adjective,B1
humid,adjective,B1
green,adjective,B2
fertile,adjective,C2
hail,verb,C2
hunt,noun,C1
harm,verb,B2
handsome,adjective,B1
grown-up,adjective,B2
favourite,adjective,A1
good,adjective,A1
happy,adjective,A1
glad,adjective,A2
good,adjective,A2
gentle,adjective,B1
good,adjective,B1
honest,adjective,B1
honest,adjective,B1
hurt,adjective,B1
fierce,adjective,B2
fierce,adjective,B2
fond,adjective,B2
hard,adjective,B2
inner,adjective,B2
genuine,adjective,C1
harsh,adjective,C1
fearful,adjective,C2
firm,adjective,C2
fragile,adjective,C2
grim,adjective,C2
humble,adjective,C2
idle,adjective,C2
immune,adjective,C2
intense,adjective,C2
irritable,adjective,C2
generously,adverb,B2
inside,adverb,B2
interest,noun,B1
idea,noun,B2
fuss,noun,C1
fury,noun,C2
gay,adjective,B1
fellow,adjective,B2
intimate,adjective,C2
household,noun,B2
hand-held,adjective,B1
high-tech,adjective,B2
hi-tech,adjective,B2
in,adverb,B2
gear,noun,B2
full-time,adjective,B1
inevitable,adjective,C1
invaluable,adjective,C1
inconceivable,adjective,C2
indispensable,adjective,C2
indisputable,adjective,C2
inexplicable,adjective,C2
innumerable,adjective,C2
immoral,adjective,B2
informal,adjective,B2
internal,adjective,B2
international,adjective,A2
insufficient,adjective,C1
indifferent,adjective,C2
impossible,adjective,B1
impossible,adjective,C2
irresistible,adjective,C2
irresistible,adjective,C2
irreversible,adjective,C2
intrinsic,adjective,C2
injection,noun,C2
inexpensive,adjective,B1
incredibly,adverb,C1
indirectly,adverb,C1
inevitably,adverb,C1
informally,adverb,C1
invariably,adverb,C2
internationally,adverb,B1
illiterate,adjective,C2
imperfect,adjective,C1
immortal,adjective,C2
immortal,adjective,C2
inappropriate,adjective,C1
indirect,adjective,C1
inefficient,adjective,C1
integral,adjective,C1
indirect,adjective,C2
insecure,adjective,C2
intermediate,adjective,B1
irregular,adjective,B2
hospitable,adjective,C1
favourable,adjective,C2
formidable,adjective,C2
historical,adjective,B1
functional,adjective,B2
gradual,adjective,B2
identical,adjective,B2
horizontal,adjective,C1
influential,adjective,C1
fictional,adjective,C2
fundamental,adjective,C2
important,adjective,B1
fixed,adjective,B2
improved,adjective,B2
frustrated,adjective,C1
furnished,adjective,C1
genetically modified,adjective,C1
honoured,adjective,C1
industrialized,adjective,C1
isolated,adjective,C1
isolated,adjective,C1
fixed,adjective,C2
horrified,adjective,C2
humiliated,adjective,C2
influence,verb,B2
independent,adjective,B1
independent,adjective,B2
innocent,adjective,C2
further,adjective,A2
further,adverb,B1
further,adverb,B2
fruitful,adjective,C1
hopeful,adjective,C2
flexible,adjective,B2
incredible,adjective,B2
invisible,adjective,B2
feasible,adjective,C1
flexible,adjective,C2
historic,adjective,B1
heroic,adjective,C1
ironic,adjective,C2
forthcoming,adjective,B2
forthcoming,adjective,C1
gripping,adjective,C1
fulfilling,adjective,C2
horrifying,adjective,C2
humiliating,adjective,C2
formation,noun,C2
formation,noun,C2
interpretation,noun,C2
interpretation,noun,C2
intensive,adjective,B2
imaginative,adjective,C1
informative,adjective,C1
innovative,adjective,C1
helpless,adjective,C1
homeless,adjective,C1
harmless,adjective,C2
hourly,adjective,B2
hourly,adjective,B2
finally,adverb,A2
immediately,adverb,A2
frequently,adverb,B1
finely,adverb,B2
firmly,adverb,B2
firmly,adverb,B2
freely,adverb,B2
gradually,adverb,B2
highly,adverb,B2
ideally,adverb,B2
ideally,adverb,B2
importantly,adverb,B2
increasingly,adverb,B2
independently,adverb,B2
initially,adverb,B2
innocently,adverb,B2
instantly,adverb,B2
formally,adverb,C1
formally,adverb,C1
happily,adverb,C1
historically,adverb,C1
hourly,adverb,C1
immediately,adverb,C1
immensely,adverb,C1
inappropriately,adverb,C1
individually,adverb,C1
intensively,adverb,C1
interestingly,adverb,C1
internally,adverb,C1
fundamentally,adverb,C2
harshly,adverb,C2
hopelessly,adverb,C2
indefinitely,adverb,C2
infinitely,adverb,C2
intensely,adverb,C2
ironically,adverb,C2
generous,adjective,C1
hilarious,adjective,C1
humorous,adjective,C1
hazardous,adjective,C2
infectious,adjective,C2
infectious,adjective,C2
funny,adjective,B1
filthy,adjective,C1
grumpy,adjective,C1
floppy,adjective,C2
handy,adjective,C2
healthy,adjective,C2
first,adjective,A1
good,adjective,A1
hard,adjective,A1
hot,adjective,A1
final,adjective,A2
first,adjective,A2
foreign,adjective,A2
free,adjective,A2
friendly,adjective,A2
full,adjective,A2
full,adjective,A2
full,adjective,A2
half-price,adjective,A2
female,adjective,B1
forbidden,adjective,B1
former,adjective,B1
frequent,adjective,B1
fresh,adjective,B1
fresh,adjective,B1
full,adjective,B1
future,adjective,B1
general,adjective,B1
gorgeous,adjective,B1
hard,adjective,B1
hidden,adjective,B1
incorrect,adjective,B1
individual,adjective,B1
firm,adjective,B2
flat,adjective,B2
foreign,adjective,B2
formal,adjective,B2
fortunate,adjective,B2
free,adjective,B2
free,adjective,B2
free,adjective,B2
fresh,adjective,B2
general,adjective,B2
general,adjective,B2
glad,adjective,B2
golden,adjective,B2
great,adjective,B2
grey,adjective,B2
hard-working,adjective,B2
hidden,adjective,B2
immediate,adjective,B2
immediate,adjective,B2
initial,adjective,B2
instant,adjective,B2
intransitive,adjective,B2
feminine,adjective,C1
fit,adjective,C1
formal,adjective,C1
formal,adjective,C1
foul,adjective,C1
fresh,adjective,C1
gentle,adjective,C1
grand,adjective,C1
grey,adjective,C1
gross,adjective,C1
hard,adjective,C1
harsh,adjective,C1
hectic,adjective,C1
holy,adjective,C1
hostile,adjective,C1
hostile,adjective,C1
imaginary,adjective,C1
immediate,adjective,C1
final,adjective,C2
finite,adjective,C2
firm,adjective,C2
foul,adjective,C2
frail,adjective,C2
frantic,adjective,C2
frantic,adjective,C2
fringe,adjective,C2
grim,adjective,C2
heavy,adjective,C2
high,adjective,C2
high-profile,adjective,C2
hollow,adjective,C2
hollow,adjective,C2
humanitarian,adjective,C2
humble,adjective,C2
hygienic,adjective,C2
idle,adjective,C2
ignorant,adjective,C2
imminent,adjective,C2
infinite,adjective,C2
inherent,adjective,C2
intact,adjective,C2
interim,adjective,C2
intimate,adjective,C2
intimate,adjective,C2
first,adverb,A1
hard,adverb,A1
here,adverb,A1
how,adverb,A1
first,adverb,A2
here,adverb,A2
home,adverb,A2
how,adverb,A2
however,adverb,A2
instead,adverb,A2
first,adverb,B1
forever,adverb,B1
forward,adverb,B1
furthest,adverb,B1
half,adverb,B1
hard,adverb,B1
home,adverb,B1
in,adverb,B1
forever,adverb,B2
forward,adverb,B2
free,adverb,B2
genuinely,adverb,B2
here,adverb,B2
in,adverb,B2
forward,adverb,C1
hence,adverb,C1
group,noun,A1
fortnight,noun,B1
future,noun,B1
hurry,noun,B1
interest,noun,B1
fire brigade,noun,B2
growth,noun,B2
headquarters,noun,B2
impact,noun,B2
ingredient,noun,B2
fiction,noun,C1
fright,noun,C1
frenzy,noun,C2
frontier,noun,C2
grain,noun,C2
grain,noun,C2
haul,noun,C2
heap,noun,C2
impact,noun,C2
irony,noun,C2
irony,noun,C2
form,verb,B2
hire,verb,B2
hit,verb,B2
grade,verb,C1
impact,verb,C1
hail,verb,C2
narrative,noun,C2
notify,verb,C1
measure,noun,C2
mountain,noun,C2
maths,noun,A2
lab,noun,B1
joint,noun,C1
note,verb,B1
obtain,verb,B2
observe,verb,C1
kid,noun,A2
lad,noun,C2
mum,noun,A1
mate,noun,B1
occupation,noun,C1
offspring,noun,C2
merit,noun,C1
nature,noun,C1
merit,verb,C2
oblige,verb,C1
minute,noun,A2
kick,noun,C2
junk,noun,C1
make,verb,B1
land,noun,C2
kill,verb,C1
mislead,verb,C1
misinterpret,verb,C2
musical,noun,B2
official,noun,C2
maintenance,noun,B2
offender,noun,B2
learner,noun,B2
observer,noun,C2
master,noun,C2
monster,noun,C2
leader,noun,B1
lover,noun,B1
keeper,noun,B1
leader,noun,C1
MP3 player,noun,A2
manager,noun,A2
officer,noun,B1
manufacturer,noun,B2
officer,noun,B2
miner,noun,C1
meeting,noun,A2
meaning,noun,B1
learning,noun,B2
lightning,noun,B1
marketing,noun,B2
landing,noun,B2
manufacturing,noun,B2
objection,noun,B2
legislation,noun,C2
orientation,noun,C2
motivation,noun,B2
obsession,noun,B2
orientation,noun,C2
occupation,noun,A2
organization,noun,B1
mission,noun,C2
optimism,noun,C2
optimist,noun,C1
materialist,noun,C2
motorist,noun,B2
obesity,noun,C1
longevity,noun,C2
mortality,noun,C2
majority,noun,B2
minority,noun,B2
organize,verb,B1
organize,verb,B2
movement,noun,B2
management,noun,B2
kindness,noun,B2
laziness,noun,B2
nervousness,noun,C1
openness,noun,C2
narrator,noun,C2
operator,noun,B2
leadership,noun,C1
killer,noun,B1
murderer,noun,B1
lion,noun,A2
monkey,noun,A2
mouse,noun,A2
kangaroo,noun,B1
kitten,noun,B1
mosquito,noun,B1
leopard,noun,B2
owl,noun,B2
mammal,noun,C1
nest,noun,C2
nest,verb,C2
movie,noun,A1
newspaper,noun,A1
keyboard,noun,A2
magazine,noun,A2
novel,noun,B1
item,noun,B2
masterpiece,noun,C2
melody,noun,C2
note,noun,C2
organ,noun,C2
music,noun,A1
jazz,noun,A2
newspaper,noun,A2
literature,noun,B1
opera,noun,A2
lyrics,noun,B2
leg,noun,A1
mouth,noun,A1
nose,noun,A1
neck,noun,A2
knee,noun,B1
lip,noun,B1
jaw,noun,B2
lap,noun,B2
lung,noun,B2
nail,noun,B2
organ,noun,C1
joint,noun,C2
kidney,noun,C2
knuckle,noun,C2
needle,noun,C2
nerve,noun,C2
nostril,noun,C2
medicine,noun,A2
liver,noun,B2
muscle,noun,B2
labour,noun,C2
jacket,noun,A1
jumper,noun,A2
necklace,noun,A2
mask,noun,B2
neck,noun,C2
jewellery,noun,A2
kit,noun,A2
jeans,noun,A1
knickers,noun,B1
look,noun,C1
language,noun,A1
letter,noun,A1
message,noun,A1
name,noun,A1
note,noun,A1
number,noun,A1
number,noun,A1
