word,pos,cefr_int,cefr
decline,VERB,4,B
demonstrate,VERB,4,B
differ,VERB,4,B
dip,VERB,4,B
emerge,VERB,4,B
fail,VERB,4,B
comply,VERB,5,C
daydream,VERB,5,C
deteriorate,VERB,5,C
emerge,VERB,5,C
exist,VERB,5,C
consent,VERB,6,C
contrast,VERB,6,C
count,VERB,6,C
crawl,VERB,6,C
develop,VERB,6,C
drag,VERB,6,C
drain,VERB,6,C
drift,VERB,6,C
echo,VERB,6,C
experiment,VERB,6,C
expire,VERB,6,C
fall,VERB,6,C
fall,VERB,6,C
fall,VERB,6,C
complete,VERB,2,A
contact,VERB,2,A
cost,VERB,2,A
email,VERB,2,A
contain,VERB,3,B
cover,VERB,3,B
cover,VERB,3,B
declare,VERB,3,B
defeat,VERB,3,B
delay,VERB,3,B
delete,VERB,3,B
deserve,VERB,3,B
direct,VERB,3,B
display,VERB,3,B
drag,VERB,3,B
employ,VERB,3,B
enter,VERB,3,B
expect,VERB,3,B
commit,VERB,4,B
concern,VERB,4,B
concern,VERB,4,B
confuse,VERB,4,B
congratulate,VERB,4,B
contain,VERB,4,B
cost,VERB,4,B
cover,VERB,4,B
cover,VERB,4,B
cut,VERB,4,B
deceive,VERB,4,B
declare,VERB,4,B
defeat,VERB,4,B
demand,VERB,4,B
demonstrate,VERB,4,B
disguise,VERB,4,B
distinguish,VERB,4,B
divide,VERB,4,B
edit,VERB,4,B
educate,VERB,4,B
enclose,VERB,4,B
encounter,VERB,4,B
exchange,VERB,4,B
expect,VERB,4,B
extend,VERB,4,B
face,VERB,4,B
compile,VERB,5,C
complicate,VERB,5,C
compliment,VERB,5,C
concern,VERB,5,C
conclude,VERB,5,C
consider,VERB,5,C
constitute,VERB,5,C
consult,VERB,5,C
consult,VERB,5,C
convey,VERB,5,C
cover,VERB,5,C
cultivate,VERB,5,C
cure,VERB,5,C
demonstrate,VERB,5,C
deposit,VERB,5,C
detect,VERB,5,C
determine,VERB,5,C
determine,VERB,5,C
digest,VERB,5,C
direct,VERB,5,C
distribute,VERB,5,C
divide,VERB,5,C
doubt,VERB,5,C
draft,VERB,5,C
dump,VERB,5,C
eliminate,VERB,5,C
enclose,VERB,5,C
enforce,VERB,5,C
enrich,VERB,5,C
enter,VERB,5,C
envisage,VERB,5,C
envision,VERB,5,C
exceed,VERB,5,C
exclude,VERB,5,C
exclude,VERB,5,C
exhaust,VERB,5,C
fascinate,VERB,5,C
comfort,VERB,6,C
commemorate,VERB,6,C
commit,VERB,6,C
conceal,VERB,6,C
conceive,VERB,6,C
confine,VERB,6,C
confront,VERB,6,C
confront,VERB,6,C
connect,VERB,6,C
constrain,VERB,6,C
contain,VERB,6,C
contemplate,VERB,6,C
contradict,VERB,6,C
contrast,VERB,6,C
count,VERB,6,C
count,VERB,6,C
crave,VERB,6,C
crush,VERB,6,C
cultivate,VERB,6,C
curb,VERB,6,C
dazzle,VERB,6,C
dazzle,VERB,6,C
decide,VERB,6,C
deduce,VERB,6,C
defy,VERB,6,C
demolish,VERB,6,C
demonstrate,VERB,6,C
depict,VERB,6,C
devise,VERB,6,C
differentiate,VERB,6,C
disguise,VERB,6,C
display,VERB,6,C
dispute,VERB,6,C
disturb,VERB,6,C
drain,VERB,6,C
drain,VERB,6,C
dread,VERB,6,C
drive,VERB,6,C
earn,VERB,6,C
echo,VERB,6,C
embarrass,VERB,6,C
embody,VERB,6,C
emit,VERB,6,C
equate,VERB,6,C
escape,VERB,6,C
escape,VERB,6,C
execute,VERB,6,C
execute,VERB,6,C
fake,VERB,6,C
fake,VERB,6,C
fancy,VERB,6,C
cook,VERB,1,A
dance,VERB,1,A
draw,VERB,1,A
drink,VERB,1,A
drive,VERB,1,A
eat,VERB,1,A
download,VERB,2,A
dream,VERB,2,A
dress,VERB,2,A
dry,VERB,2,A
earn,VERB,2,A
enter,VERB,2,A
compare,VERB,3,B
consider,VERB,3,B
continue,VERB,3,B
crash,VERB,3,B
decrease,VERB,3,B
develop,VERB,3,B
dial,VERB,3,B
direct,VERB,3,B
dream,VERB,3,B
enter,VERB,3,B
entertain,VERB,3,B
exercise,VERB,3,B
exit,VERB,3,B
explode,VERB,3,B
contribute,VERB,4,B
cool,VERB,4,B
decay,VERB,4,B
donate,VERB,4,B
double,VERB,4,B
escape,VERB,4,B
expand,VERB,4,B
export,VERB,4,B
fade,VERB,4,B
conquer,VERB,5,C
contradict,VERB,5,C
contribute,VERB,5,C
deepen,VERB,5,C
deliver,VERB,5,C
differentiate,VERB,5,C
diminish,VERB,5,C
dominate,VERB,5,C
donate,VERB,5,C
exaggerate,VERB,5,C
compensate,VERB,6,C
conceive,VERB,6,C
contract,VERB,6,C
convert,VERB,6,C
cross,VERB,6,C
crumble,VERB,6,C
debate,VERB,6,C
deepen,VERB,6,C
delegate,VERB,6,C
dim,VERB,6,C
dissolve,VERB,6,C
drain,VERB,6,C
devil,NOUN,4,B
fantastic,ADJ,2,A
cool,ADJ,2,A
empirical,ADJ,6,C
evidently,ADV,4,B
evident,ADJ,4,B
deceased,ADJ,6,C
due,ADJ,6,C
dead,ADJ,6,C
dead,ADV,5,C
dump,VERB,6,C
faraway,ADJ,6,C
disabled,ADJ,3,B
disorganized,ADJ,4,B
dissatisfied,ADJ,4,B
disrespectful,ADJ,6,C
dishonestly,ADV,5,C
dishonest,ADJ,4,B
dislike,NOUN,4,B
comfortable,ADJ,2,A
comparable,ADJ,5,C
comfortable,ADJ,6,C
comfortable,ADJ,3,B
enjoyable,ADJ,3,B
comfortable,ADJ,4,B
desirable,ADJ,4,B
cultural,ADJ,3,B
critical,ADJ,6,C
dental,ADJ,4,B
fatal,ADJ,4,B
facial,ADJ,6,C
critical,ADJ,4,B
criminal,ADJ,4,B
exceptional,ADJ,4,B
educational,ADJ,4,B
economical,ADJ,4,B
environmental,ADJ,3,B
ecological,ADJ,4,B
emotional,ADJ,4,B
emotional,ADJ,4,B
cynical,ADJ,6,C
constitutional,ADJ,6,C
digital,ADJ,2,A
digital,ADJ,3,B
electrical,ADJ,3,B
dominant,ADJ,6,C
engaged,ADJ,3,B
damaged,ADJ,3,B
decaffeinated,ADJ,6,C
detached,ADJ,5,C
depressed,ADJ,6,C
excited,ADJ,1,A
confused,ADJ,3,B
delighted,ADJ,3,B
disappointed,ADJ,3,B
embarrassed,ADJ,3,B
exhausted,ADJ,3,B
experienced,ADJ,3,B
concerned,ADJ,4,B
convinced,ADJ,4,B
determined,ADJ,4,B
devoted,ADJ,4,B
distinguished,ADJ,4,B
fascinated,ADJ,4,B
committed,ADJ,6,C
conceited,ADJ,6,C
detached,ADJ,6,C
dignified,ADJ,6,C
elated,ADJ,6,C
developed,ADJ,4,B
divorced,ADJ,3,B
engaged,ADJ,3,B
different,ADJ,1,A
different,ADJ,3,B
confident,ADJ,3,B
competent,ADJ,5,C
designer,ADJ,4,B
delightful,ADJ,4,B
dreadful,ADJ,4,B
doubtful,ADJ,4,B
compatible,ADJ,6,C
compatible,ADJ,5,C
domestic,ADJ,4,B
economic,ADJ,4,B
dynamic,ADJ,4,B
energetic,ADJ,4,B
enthusiastic,ADJ,4,B
democratic,ADJ,4,B
domestic,ADJ,4,B
electric,ADJ,2,A
electric,ADJ,3,B
electronic,ADJ,3,B
electronic,ADJ,3,B
disgusting,ADJ,3,B
exciting,ADJ,1,A
confusing,ADJ,3,B
disappointing,ADJ,3,B
easygoing,ADJ,3,B
embarrassing,ADJ,3,B
depressing,ADJ,4,B
distressing,ADJ,4,B
encouraging,ADJ,4,B
exhausting,ADJ,4,B
fascinating,ADJ,4,B
developing,ADJ,4,B
education,NOUN,3,B
expectation,NOUN,4,B
corporation,NOUN,4,B
community,NOUN,4,B
decorative,ADJ,4,B
extensive,ADJ,4,B
creative,ADJ,3,B
competitive,ADJ,4,B
cooperative,ADJ,4,B
decisive,ADJ,4,B
expressive,ADJ,6,C
competitive,ADJ,4,B
competitive,ADJ,4,B
criticize,VERB,4,B
especially,ADV,2,A
completely,ADV,3,B
exactly,ADV,3,B
extremely,ADV,3,B
consequently,ADV,4,B
deeply,ADV,4,B
desperately,ADV,4,B
entirely,ADV,4,B
exactly,ADV,4,B
extraordinarily,ADV,4,B
fantastically,ADV,4,B
exactly,ADV,2,A
fairly,ADV,3,B
densely,ADV,4,B
ecologically,ADV,4,B
environmentally,ADV,4,B
elegantly,ADV,4,B
cowardly,ADJ,4,B
curiously,ADV,3,B
dangerously,ADV,3,B
excitedly,ADV,3,B
confidently,ADV,4,B
creatively,ADV,4,B
cruelly,ADV,4,B
desperately,ADV,4,B
eagerly,ADV,4,B
emotionally,ADV,4,B
enthusiastically,ADV,4,B
electronically,ADV,4,B
conscious,ADJ,5,C
enormous,ADJ,3,B
disastrous,ADJ,5,C
fabulous,ADJ,5,C
famous,ADJ,1,A
dangerous,ADJ,2,A
curious,ADJ,3,B
conscientious,ADJ,5,C
courageous,ADJ,5,C
courteous,ADJ,6,C
dirty,ADJ,2,A
curly,ADJ,3,B
comic,ADJ,3,B
comedian,NOUN,4,B
deaf,ADJ,3,B
dizzy,ADJ,4,B
dry,ADJ,5,C
dumb,ADJ,5,C
dead,ADJ,6,C
eyelash,NOUN,4,B
complex,NOUN,6,C
dear,ADJ,1,A
complete,ADJ,3,B
down,ADV,3,B
far,ADV,4,B
dark,ADJ,1,A
cream,ADJ,2,A
deep,ADJ,2,A
double,ADJ,2,A
excellent,ADJ,2,A
extra,ADJ,2,A
deep,ADJ,3,B
equal,ADJ,3,B
exact,ADJ,3,B
extraordinary,ADJ,3,B
FALSE,ADJ,3,B
decent,ADJ,4,B
deep,ADJ,4,B
delicate,ADJ,4,B
delicate,ADJ,4,B
dense,ADJ,4,B
distant,ADJ,4,B
entire,ADJ,4,B
extreme,ADJ,4,B
faint,ADJ,4,B
FALSE,ADJ,4,B
dull,ADJ,5,C
fake,ADJ,5,C
crisp,ADJ,6,C
dated,ADJ,6,C
defective,ADJ,6,C
desperate,ADJ,6,C
dry,ADJ,6,C
elaborate,ADJ,6,C
down,ADV,1,A
down,ADV,2,A
else,ADV,2,A
deep,ADV,3,B
down,ADV,3,B
extra,ADV,3,B
elementary,ADJ,3,B
dairy,ADJ,4,B
dry,ADJ,5,C
crisp,NOUN,2,A
downstairs,ADJ,3,B
downstairs,ADV,2,A
complex,NOUN,5,C
extravagant,ADJ,6,C
dry,ADJ,2,A
dry,ADJ,2,A
cool,ADJ,3,B
damp,ADJ,4,B
crisp,ADJ,6,C
ecology,NOUN,5,C
fat,ADJ,1,A
fair,ADJ,2,A
elderly,ADJ,3,B
elegant,ADJ,4,B
crazy,ADJ,2,A
cruel,ADJ,3,B
difficult,ADJ,3,B
content,ADJ,4,B
crazy,ADJ,4,B
dear,ADJ,4,B
decent,ADJ,4,B
deep,ADJ,4,B
desperate,ADJ,4,B
desperate,ADJ,4,B
down,ADJ,4,B
eager,ADJ,4,B
evil,ADJ,4,B
expert,ADJ,4,B
cool,ADJ,5,C
corrupt,ADJ,5,C
devastated,ADJ,5,C
distant,ADJ,5,C
FALSE,ADJ,5,C
cool,ADJ,6,C
defensive,ADJ,6,C
diplomatic,ADJ,6,C
eccentric,ADJ,6,C
eminent,ADJ,6,C
contempt,NOUN,6,C
consider,VERB,6,C
diplomatic,ADJ,5,C
extreme,ADJ,6,C
council,NOUN,4,B
defeat,NOUN,4,B
family,NOUN,1,A
couple,NOUN,3,B
family,NOUN,3,B
down,ADJ,5,C
executive,ADJ,5,C
Dr,NOUN,2,A
committee,NOUN,4,B
crew,NOUN,4,B
drunk,ADJ,4,B
disposable,ADJ,6,C
disloyal,ADJ,6,C
disorganized,ADJ,4,B
disadvantaged,ADJ,5,C
disgusted,ADJ,5,C
disillusioned,ADJ,6,C
disruptive,ADJ,6,C
dismiss,VERB,5,C
fashionable,ADJ,3,B
considerable,ADJ,4,B
cultural,ADJ,3,B
essential,ADJ,3,B
commercial,ADJ,4,B
controversial,ADJ,4,B
conventional,ADJ,4,B
critical,ADJ,4,B
critical,ADJ,4,B
crucial,ADJ,4,B
external,ADJ,4,B
external,ADJ,4,B
fatal,ADJ,4,B
confidential,ADJ,5,C
electrical,ADJ,5,C
commercial,ADJ,6,C
continental,ADJ,6,C
essential,ADJ,6,C
ethical,ADJ,6,C
ethical,ADJ,6,C
exceptional,ADJ,6,C
experimental,ADJ,6,C
dominant,ADJ,5,C
crowded,ADJ,2,A
dressed,ADJ,2,A
complicated,ADJ,3,B
depressed,ADJ,3,B
dressed,ADJ,3,B
confused,ADJ,4,B
detailed,ADJ,4,B
divided,ADJ,4,B
educated,ADJ,4,B
endangered,ADJ,4,B
estimated,ADJ,4,B
concerned,ADJ,6,C
disturbed,ADJ,6,C
engrossed,ADJ,6,C
convenient,ADJ,3,B
convenient,ADJ,3,B
efficient,ADJ,3,B
confident,ADJ,4,B
dependent,ADJ,4,B
consistent,ADJ,6,C
doubtful,ADJ,4,B
faithful,ADJ,4,B
eventful,ADJ,6,C
faithful,ADJ,6,C
faithful,ADJ,6,C
edible,ADJ,5,C
eligible,ADJ,5,C
compatible,ADJ,6,C
dramatic,ADJ,4,B
exotic,ADJ,4,B
ethnic,ADJ,5,C
dynamic,ADJ,6,C
electric,ADJ,6,C
demanding,ADJ,4,B
entertaining,ADJ,4,B
existing,ADJ,4,B
convincing,ADJ,5,C
comforting,ADJ,6,C
corresponding,ADJ,6,C
cunning,ADJ,6,C
disturbing,ADJ,6,C
condition,NOUN,3,B
distribution,NOUN,5,C
fascination,NOUN,5,C
condition,VERB,6,C
diversity,NOUN,5,C
expensive,ADJ,1,A
communicative,ADJ,4,B
effective,ADJ,4,B
exclusive,ADJ,4,B
comparative,ADJ,5,C
comprehensive,ADJ,5,C
conservative,ADJ,5,C
constructive,ADJ,5,C
decisive,ADJ,5,C
distinctive,ADJ,5,C
excessive,ADJ,5,C
exclusive,ADJ,5,C
exhaustive,ADJ,5,C
compulsive,ADJ,6,C
compulsive,ADJ,6,C
conclusive,ADJ,6,C
consecutive,ADJ,6,C
elusive,ADJ,6,C
explosive,ADJ,6,C
explosive,ADJ,6,C
endless,ADJ,4,B
countless,ADJ,5,C
daily,ADJ,2,A
daily,ADV,2,A
easily,ADV,2,A
correctly,ADV,3,B
definitely,ADV,3,B
differently,ADV,3,B
directly,ADV,3,B
comfortably,ADV,4,B
considerably,ADV,4,B
constantly,ADV,4,B
continuously,ADV,4,B
conveniently,ADV,4,B
critically,ADV,4,B
culturally,ADV,4,B
curiously,ADV,4,B
currently,ADV,4,B
deliberately,ADV,4,B
directly,ADV,4,B
dramatically,ADV,4,B
effectively,ADV,4,B
efficiently,ADV,4,B
equally,ADV,4,B
especially,ADV,4,B
essentially,ADV,4,B
eventually,ADV,4,B
fairly,ADV,4,B
commonly,ADV,5,C
comprehensively,ADV,5,C
continually,ADV,5,C
easily,ADV,5,C
equally,ADV,5,C
equally,ADV,5,C
exclusively,ADV,5,C
conclusively,ADV,6,C
consistently,ADV,6,C
diplomatically,ADV,6,C
effectively,ADV,6,C
department,NOUN,2,A
delicious,ADJ,3,B
continuous,ADJ,4,B
continuous,ADJ,4,B
dusty,ADJ,3,B
contradictory,ADJ,6,C
difficult,ADJ,1,A
easy,ADJ,1,A
fast,ADJ,1,A
correct,ADJ,2,A
dark,ADJ,2,A
dead,ADJ,2,A
early,ADJ,2,A
east,ADJ,2,A
empty,ADJ,2,A
common,ADJ,3,B
common,ADJ,3,B
complete,ADJ,3,B
correct,ADJ,3,B
cosy,ADJ,3,B
direct,ADJ,3,B
due,ADJ,3,B
dull,ADJ,3,B
duty-free,ADJ,3,B
early,ADJ,3,B
eastern,ADJ,3,B
face-to-face,ADJ,3,B
fair,ADJ,3,B
fair,ADJ,3,B
familiar,ADJ,3,B
complex,ADJ,4,B
compulsory,ADJ,4,B
constant,ADJ,4,B
contemporary,ADJ,4,B
current,ADJ,4,B
dead,ADJ,4,B
deadly,ADJ,4,B
definite,ADJ,4,B
deliberate,ADJ,4,B
direct,ADJ,4,B
diverse,ADJ,4,B
eastern,ADJ,4,B
equal,ADJ,4,B
expected,ADJ,4,B
extreme,ADJ,4,B
far,ADJ,4,B
common,ADJ,5,C
concrete,ADJ,5,C
considerate,ADJ,5,C
continual,ADJ,5,C
corporate,ADJ,5,C
cosmopolitan,ADJ,5,C
customary,ADJ,5,C
cutting-edge,ADJ,5,C
dark,ADJ,5,C
day-to-day,ADJ,5,C
dedicated,ADJ,5,C
delicate,ADJ,5,C
deprived,ADJ,5,C
deserted,ADJ,5,C
devastating,ADJ,5,C
direct,ADJ,5,C
distinct,ADJ,5,C
distinct,ADJ,5,C
distressed,ADJ,5,C
down-to-earth,ADJ,5,C
downward,ADJ,5,C
drastic,ADJ,5,C
dual,ADJ,5,C
empty,ADJ,5,C
equivalent,ADJ,5,C
excess,ADJ,5,C
extinct,ADJ,5,C
fair,ADJ,5,C
complimentary,ADJ,6,C
complimentary,ADJ,6,C
concrete,ADJ,6,C
constant,ADJ,6,C
contrary,ADJ,6,C
crude,ADJ,6,C
crude,ADJ,6,C
dazed,ADJ,6,C
dazzling,ADJ,6,C
dazzling,ADJ,6,C
dead,ADJ,6,C
deceptive,ADJ,6,C
dedicated,ADJ,6,C
deep,ADJ,6,C
definitive,ADJ,6,C
delicate,ADJ,6,C
detrimental,ADJ,6,C
devastating,ADJ,6,C
dim,ADJ,6,C
discreet,ADJ,6,C
distant,ADJ,6,C
distinct,ADJ,6,C
dubious,ADJ,6,C
dubious,ADJ,6,C
due,ADJ,6,C
eventual,ADJ,6,C
explicit,ADJ,6,C
explicit,ADJ,6,C
exquisite,ADJ,6,C
early,ADV,1,A
early,ADV,2,A
east,ADV,2,A
else,ADV,2,A
else,ADV,2,A
enough,ADV,2,A
even,ADV,2,A
ever,ADV,2,A
everywhere,ADV,2,A
far,ADV,2,A
fast,ADV,2,A
either,ADV,3,B
even,ADV,3,B
elsewhere,ADV,4,B
downwards,ADV,5,C
drastically,ADV,5,C
exceptionally,ADV,5,C
decisively,ADV,6,C
downhill,ADV,6,C
fast,ADV,6,C
crowd,NOUN,2,A
crew,NOUN,3,B
fall,NOUN,3,B
cost,NOUN,4,B
end,NOUN,4,B
enemy,NOUN,4,B
escape,NOUN,4,B
fall,NOUN,4,B
elite,NOUN,5,C
excess,NOUN,5,C
exhaust,NOUN,5,C
exhaust,NOUN,5,C
fall,NOUN,5,C
consensus,NOUN,6,C
crystal,NOUN,6,C
essence,NOUN,6,C
exile,NOUN,6,C
do,VERB,2,A
compose,VERB,4,B
correct,VERB,4,B
correct,VERB,4,B
drown,VERB,4,B
educate,VERB,4,B
elect,VERB,4,B
entitle,VERB,4,B
establish,VERB,4,B
consider,VERB,5,C
crowd,VERB,5,C
dictate,VERB,5,C
dissolve,VERB,5,C
divide,VERB,5,C
embrace,VERB,5,C
embrace,VERB,5,C
entitle,VERB,5,C
evolve,VERB,5,C
exhibit,VERB,5,C
concede,VERB,6,C
concede,VERB,6,C
drown,VERB,6,C
embrace,VERB,6,C
establish,VERB,6,C
establish,VERB,6,C
exhibit,VERB,6,C
goalkeeper,NOUN,3,B
grant,VERB,4,B
gender,NOUN,4,B
guy,NOUN,2,A
guts,NOUN,4,B
granddad,NOUN,2,A
grandma,NOUN,2,A
grandpa,NOUN,2,A
granny,NOUN,2,A
insert,VERB,5,C
insert,VERB,5,C
inhabit,VERB,6,C
garment,NOUN,5,C
infant,NOUN,6,C
inquiry,NOUN,6,C
infer,VERB,6,C
gang,NOUN,6,C
heaven,NOUN,4,B
guts,NOUN,6,C
get,VERB,4,B
hit,VERB,6,C
intolerance,NOUN,6,C
impatience,NOUN,6,C
intruder,NOUN,6,C
installation,NOUN,5,C
interaction,NOUN,5,C
import,NOUN,5,C
import,NOUN,6,C
insomnia,NOUN,6,C
invade,VERB,4,B
introvert,NOUN,6,C
input,NOUN,4,B
interval,NOUN,3,B
interfere,VERB,4,B
intervene,VERB,6,C
guidance,NOUN,4,B
insurance,NOUN,4,B
ignorance,NOUN,6,C
independence,NOUN,4,B
intelligence,NOUN,4,B
innocence,NOUN,6,C
influence,NOUN,4,B
independence,NOUN,4,B
freezer,NOUN,3,B
heater,NOUN,3,B
helper,NOUN,4,B
footballer,NOUN,2,A
firefighter,NOUN,3,B
feeling,NOUN,3,B
greeting,NOUN,3,B
handwriting,NOUN,3,B
heating,NOUN,2,A
funding,NOUN,5,C
ironing,NOUN,3,B
fighting,NOUN,4,B
feeling,NOUN,3,B
feeling,NOUN,4,B
feeling,NOUN,3,B
fishing,NOUN,2,A
illustration,NOUN,5,C
infection,NOUN,4,B
introduction,NOUN,4,B
identification,NOUN,2,A
information,NOUN,2,A
invitation,NOUN,2,A
introduction,NOUN,4,B
institution,NOUN,4,B
inflation,NOUN,4,B
identification,NOUN,4,B
introduction,NOUN,4,B
invasion,NOUN,4,B
impression,NOUN,4,B
imagination,NOUN,3,B
frustration,NOUN,4,B
inspiration,NOUN,4,B
irritation,NOUN,6,C
generation,NOUN,4,B
immigration,NOUN,3,B
immigration,NOUN,4,B
generosity,NOUN,4,B
hostility,NOUN,6,C
humanity,NOUN,6,C
humility,NOUN,6,C
integrity,NOUN,6,C
identity,NOUN,4,B
hospitality,NOUN,5,C
imprisonment,NOUN,6,C
investment,NOUN,4,B
fulfilment,NOUN,6,C
government,NOUN,4,B
illness,NOUN,3,B
fitness,NOUN,3,B
illness,NOUN,4,B
happiness,NOUN,3,B
greatness,NOUN,4,B
investor,NOUN,4,B
instructor,NOUN,3,B
inspector,NOUN,4,B
friendship,NOUN,3,B
fish,NOUN,1,A
horse,NOUN,1,A
insect,NOUN,2,A
fly,NOUN,3,B
frog,NOUN,3,B
giraffe,NOUN,3,B
goat,NOUN,3,B
feather,NOUN,4,B
fox,NOUN,4,B
horn,NOUN,5,C
fur,NOUN,3,B
film,NOUN,1,A
guitar,NOUN,1,A
instrument,NOUN,2,A
festival,NOUN,3,B
flute,NOUN,3,B
gallery,NOUN,3,B
headline,NOUN,3,B
hero,NOUN,3,B
guest,NOUN,4,B
image,NOUN,4,B
issue,NOUN,4,B
index,NOUN,5,C
feature,NOUN,6,C
flashback,NOUN,6,C
house,NOUN,6,C
hip-hop,NOUN,2,A
fiction,NOUN,3,B
folk,NOUN,3,B
harmony,NOUN,6,C
graphics,NOUN,3,B
go,VERB,4,B
foot,NOUN,1,A
hand,NOUN,1,A
head,NOUN,1,A
finger,NOUN,2,A
headache,NOUN,2,A
heart,NOUN,2,A
forehead,NOUN,3,B
human,NOUN,3,B
fingernail,NOUN,4,B
gum,NOUN,4,B
heel,NOUN,4,B
hip,NOUN,4,B
gene,NOUN,5,C
fist,NOUN,6,C
flashback,NOUN,6,C
health,NOUN,2,A
flu,NOUN,3,B
fever,NOUN,3,B
injury,NOUN,4,B
hurt,VERB,2,A
freeze,VERB,4,B
have,VERB,1,A
have,VERB,2,A
infect,VERB,5,C
infect,VERB,6,C
heal,VERB,4,B
hat,NOUN,1,A
glove,NOUN,2,A
handbag,NOUN,2,A
heel,NOUN,3,B
helmet,NOUN,4,B
hood,NOUN,4,B
gear,NOUN,4,B
glasses,NOUN,1,A
file,NOUN,2,A
form,NOUN,2,A
figure,NOUN,3,B
form,NOUN,3,B
guess,NOUN,3,B
inquiry,NOUN,3,B
interview,NOUN,3,B
interview,NOUN,3,B
issue,NOUN,3,B
fight,NOUN,4,B
graph,NOUN,4,B
handout,NOUN,4,B
hint,NOUN,4,B
hint,NOUN,4,B
hyphen,NOUN,4,B
idiom,NOUN,4,B
insult,NOUN,4,B
groan,NOUN,6,C
inquiry,NOUN,6,C
grammar,NOUN,2,A
feedback,NOUN,4,B
fluency,NOUN,4,B
gossip,NOUN,4,B
ID,NOUN,2,A
ink,NOUN,3,B
implication,NOUN,6,C
insist,VERB,3,B
fight,VERB,4,B
gossip,VERB,4,B
insist,VERB,4,B
groan,VERB,6,C
invite,VERB,1,A
give,VERB,2,A
get,VERB,3,B
greet,VERB,3,B
inform,VERB,3,B
guarantee,VERB,4,B
highlight,VERB,4,B
highlight,VERB,4,B
indicate,VERB,4,B
insult,VERB,4,B
invent,VERB,4,B
illustrate,VERB,5,C
instruct,VERB,5,C
interpret,VERB,5,C
invite,VERB,5,C
imply,VERB,6,C
introduce,VERB,6,C
guess,VERB,2,A
forgive,VERB,3,B
hear,VERB,3,B
interrupt,VERB,3,B
inquire,VERB,4,B
interpret,VERB,4,B
gang,NOUN,4,B
guilt,NOUN,4,B
gram,NOUN,2,A
foot,NOUN,3,B
inch,NOUN,3,B
glass,NOUN,1,A
green,NOUN,2,A
grey,NOUN,2,A
height,NOUN,3,B
increase,NOUN,4,B
increase,VERB,3,B
form,NOUN,3,B
grade,NOUN,3,B
field,NOUN,4,B
graduate,NOUN,4,B
homework,NOUN,1,A
history,NOUN,2,A
gym,NOUN,3,B
graduate,VERB,4,B
instruct,VERB,6,C
glass,NOUN,1,A
fork,NOUN,2,A
fridge,NOUN,2,A
grape,NOUN,2,A
grill,NOUN,3,B
feast,NOUN,5,C
fish,NOUN,1,A
garlic,NOUN,2,A
ham,NOUN,2,A
honey,NOUN,2,A
flour,NOUN,3,B
hunger,NOUN,3,B
fibre,NOUN,5,C
food,NOUN,1,A
fruit,NOUN,1,A
flavour,NOUN,3,B
have,VERB,1,A
grill,VERB,3,B
freeze,VERB,3,B
fry,VERB,3,B
flat,NOUN,1,A
garden,NOUN,1,A
house,NOUN,1,A
floor,NOUN,2,A
garage,NOUN,2,A
gate,NOUN,2,A
hall,NOUN,2,A
hall,NOUN,2,A
frame,NOUN,3,B
gym,NOUN,3,B
hut,NOUN,3,B
iron,NOUN,3,B
fence,NOUN,4,B
frame,NOUN,4,B
hook,NOUN,4,B
furniture,NOUN,2,A
flesh,NOUN,6,C
home,NOUN,1,A
fee,NOUN,3,B
grant,NOUN,3,B
fortune,NOUN,4,B
fund,NOUN,5,C
finance,NOUN,4,B
interest,NOUN,5,C
interest,NOUN,5,C
fund,VERB,5,C
flower,NOUN,1,A
field,NOUN,2,A
hill,NOUN,2,A
island,NOUN,2,A
flood,NOUN,3,B
forecast,NOUN,3,B
hedge,NOUN,4,B
habitat,NOUN,5,C
iceberg,NOUN,5,C
grass,NOUN,1,A
geography,NOUN,2,A
gold,NOUN,2,A
ice,NOUN,2,A
heat,NOUN,3,B
iron,NOUN,3,B
ground,NOUN,4,B
hail,NOUN,6,C
fog,NOUN,2,A
forest,NOUN,2,A
frost,NOUN,4,B
gas,NOUN,4,B
harvest,NOUN,4,B
grow,VERB,2,A
flood,VERB,3,B
freeze,VERB,3,B
fight,NOUN,3,B
hug,NOUN,3,B
fight,NOUN,4,B
glance,NOUN,4,B
go,NOUN,4,B
help,NOUN,2,A
housework,NOUN,3,B
habit,NOUN,3,B
grip,NOUN,4,B
hold,NOUN,4,B
gaze,NOUN,6,C
fish,VERB,3,B
hide,VERB,3,B
fight,VERB,4,B
freeze,VERB,4,B
hesitate,VERB,4,B
giggle,VERB,6,C
glare,VERB,6,C
grin,VERB,6,C
find,VERB,1,A
give,VERB,1,A
find,VERB,2,A
get,VERB,2,A
give,VERB,2,A
hear,VERB,2,A
hit,VERB,2,A
hold,VERB,2,A
fetch,VERB,3,B
finish,VERB,3,B
fix,VERB,3,B
follow,VERB,3,B
form,VERB,3,B
give,VERB,3,B
hand,VERB,3,B
handle,VERB,3,B
hide,VERB,3,B
hit,VERB,3,B
hold,VERB,3,B
hold,VERB,3,B
hug,VERB,3,B
imagine,VERB,3,B
install,VERB,3,B
invent,VERB,3,B
fit,VERB,4,B
fix,VERB,4,B
forbid,VERB,4,B
force,VERB,4,B
found,VERB,4,B
free,VERB,4,B
gather,VERB,4,B
grip,VERB,4,B
guard,VERB,4,B
guard,VERB,4,B
identify,VERB,4,B
identify,VERB,4,B
