Word,Synonyms
visible_aj,"['viewable', 'apparent', 'heavy-weight', 'tangible', 'noticeable', 'evident', 'visibly', 'obvious', 'conspicuous', 'discernible', 'visibility', 'perceptible', 'observable', 'discernable', 'clear', 'prominent', 'visual']"
visual_aj,"['visually', 'optical', 'video', 'eye', 'impaired', 'optic', 'audiovisual', 'audio-visual', 'visible', 'sight', 'vision']"
vital_aj,"['essential', 'crucial', 'critical', 'important', 'fundamental', 'indispensable', 'key', 'decisive', 'imperative', 'vitale', 'life-saving', 'necessary', 'paramount', 'pivotal', 'basic', 'capital', 'central', 'major', 'core', 'significant']"
voluntary_aj,"['volunteer', 'volunteers', 'voluntarily', 'optional', 'volunteering', 'volontaires', 'freiwilligen', 'volontari', 'volunteerism', 'wilful', 'volontaire', 'deliberate', 'volunteered', 'voluntariness', 'freewill', 'spontaneous', 'intentional', 'boneheads']"
vulnerable_aj,"['fragile', 'susceptible', 'sensitive', 'weak', 'exposed', 'vulnerability', 'disadvantaged', 'prone', 'defenceless', 'at-risk', 'endangered', 'delicate']"
weak_aj,"['low', 'feeble', 'fragile', 'poor', 'vulnerable', 'weakness', 'zaeef', 'weakened', 'small', 'tenuous', 'shaky', 'flimsy', 'frail', 'deficient', 'faint', 'little', 'sluggish', 'soft', 'insufficient', 'inadequate', 'lackluster', 'precarious', 'slack', 'powerless', 'weaker', 'slight']"
wealthy_aj,"['rich', 'affluent', 'prosperous', 'well-off', 'rika', 'riche', 'fortunate']"
welsh_aj,"['wales', 'welshman', 'welch', 'masturbating', 'wels']"
western_aj,"['west', 'sai', 'sahara', 'bank', 'occidentale', 'occidental', 'ouest', ""'ouest"", 'westerners', 'westerner', 'westerly', 'balkans', 'western-style', 'westen']"
whole_aj,"['entire', 'together', 'set', 'entirety', 'any', 'full', 'all', 'overall', 'integer', 'plenary', 'total', 'totality', 'general', 'joint', 'everything', 'ensemble', 'complete', 'package', 'every', 'comprehensive', 'suite', 'assembly']"
widespread_aj,"['generalized', 'generalised', 'pervasive', 'broad', 'prevalent', 'extensive', 'wide', 'large-scale', 'rife', 'wide-ranging', 'rampant', 'extended', 'ubiquitous', 'universal', 'general', 'broad-based', 'massive', 'common', 'across-the-board', 'wide-spread', 'widely', 'comprehensive', 'extensively', 'wide-range', 'wide-scale', 'endemic', 'vast', 'commonplace', 'prevailing']"
wild_aj,"['savage', 'feral', 'sauvage', 'wildlife', 'wild-type', 'silvestre', 'wilderness', 'wilde', 'nature', 'crazy', 'fauna', 'land-based', 'faune', 'buffalo', 'ruthless', 'ground', 'uncontrolled', 'unbridled', 'land-mines', 'yeh', 'rugged']"
willing_aj,"['ready', 'prepared', 'loans', 'disposed', 'keen', 'inclined', 'eager', 'desirous', 'lending', 'loan', 'unwilling']"
winning_aj,"['winner', 'win', 'victory', 'award-winning', 'winners', 'earn', 'wins', 'earning', 'gaining', 'gain', 'gagnant', 'defeating']"
wise_aj,"['sensible', 'sage', 'prudent', 'judicious', 'sages', 'intelligent', 'wisdom', 'al-hakim', 'clever', 'hakim', 'smart', 'unwise', 'advisable', 'hakeem', 'geds', 'reasonable', 'sound', 'elders', 'astute', 'rational', 'cautious', 'al-hekma', 'informed']"
wonderful_aj,"['marvellous', 'marvelous', 'beautiful', 'fantastic', 'magnificent', 'splendid', 'excellent', 'amazing', 'fabulous', 'terrific', 'wonderfui', 'lovely', 'great', 'gorgeous', 'formidable', 'wondrous', 'awesome', 'superb', 'wonderland', 'delightful', 'brilliant', 'glorious', '-wonderful', 'tremendous', 'extraordinary', 'fine', 'admirable', 'remarkable', 'delicious', 'perfect', 'nice', 'outstanding']"
wooden_aj,"['wood', 'muk', 'timber', 'lumber']"
worsening_aj,"['deteriorating', 'deterioration', 'aggravation', 'exacerbation', 'degradation', 'deepening', 'exacerbating', 'aggravating', 'widening', 'escalation']"
worthless_aj,"['useless', 'pointless', 'unnecessary', 'futile', 'good-for-nothing', 'non-taxable', 'meaningless']"
worthwhile_aj,"['valuable', 'useful', 'worth', 'interesting', 'worthy', 'valid', 'helpful', 'meaningful', 'penalty', 'profitable', 'commendable', 'fruitful', 'beneficial', 'laudable', 'precious']"
written_aj,"['writing', 'writings', 'writes', 'drafted', 'écrite', 'écrits', 'wrote', 'typed', 'story', 'write', 'hand-written', 'printed', 'print', 'prepared', 'documentary', 'authored', 'handwritten']"
absolutely_av,"['completely', 'totally', 'entirely', 'perfectly', 'quite', 'definitely', 'utterly', 'fully', 'certainly', 'wholly', 'absolute', 'whatsoever', 'very', 'extremely', 'vitally', 'really', 'abundantly', 'strictly', 'categorically', 'necessarily', 'altogether', 'exactly', 'downright', 'urgently', 'desperately', 'firmly', 'wholeheartedly']"
accidentally_av,"['inadvertently', 'accidently', 'unintentionally', 'incidentally', 'mistakenly']"
accordingly_av,"['consequently', 'therefore', 'thus', 'hence', 'correspondingly', 'corresponding', 'so', 'appropriately']"
actively_av,"['active', 'positive', 'proactively', 'vigorously', 'positively', 'energetically', 'aggressively', 'effectively', 'intensively', 'enthusiastically', 'proactive']"
actually_av,"['really', 'indeed', 'truly', 'genuinely', 'effectively', 'real', 'already', 'basically', 'even', 'virtually']"
afterwards_av,"['subsequently', 'later', 'after', 'then', 'thereafter', 'retrospectively']"
aggressively_av,"['dynamically', 'actively', 'vigorously', 'strongly', 'energetically']"
ahead_av,"['forward', 'before', 'forthcoming', 'future', 'coming', 'imam', 'forwards', 'prior', 'next', 'ago', 'upcoming', 'upstream']"
almost_av,"['nearly', 'virtually', 'practically', 'near', 'close', 'approximately', 'fast', 'hardly', 'closely', 'roughly', 'about', 'around', 'casi', 'pretty', 'barely', 'scarcely', 'nigh', 'près']"
along_av,"['together', 'throughout', 'over', 'jointly', 'long', 'alongside']"
already_av,"['oj', 'longer', 'previously', 'juba', 'ever', 'jo', 'now', 'because', 'actually', 'earlier', 'ya', 'unfortunately', 'since', 'as', 'even', 'back', 'indeed', 'originally', 'leaves', 'currently']"
alright_av,"['okay', 'ok', 'fine', 'good', 'well']"
alternatively_av,"['alternately', 'subsidiarily', 'otherwise', 'conversely', 'optionally', 'instead', 'furthermore']"
altogether_av,"['completely', 'entirely', 'totally', 'fully', 'wholly', 'quite', 'absolutely']"
anyway_av,"['anyhow', 'anyways', 'brief', 'anyhoo', 'writ', 'still', 'nevertheless', 'short', 'finally', 'nonetheless', 'bref']"
anywhere_av,"['nowhere', 'everywhere', 'somewhere', 'anyplace', 'elsewhere', 'wherever']"
apart_av,"['outside', 'addition', 'aside', 'regardless', 'irrespective', 'beyond', 'separately', 'furthermore', 'moreover', 'independently', 'interval']"
apparently_av,"['seemingly', 'obviously', 'evidently', 'reportedly', 'ostensibly', 'clearly', 'allegedly', 'supposedly', 'manifestly', 'seems', 'visibly', 'presumably']"
approximately_av,"['about', 'roughly', 'around', 'nearly', 'some', 'almost', 'environ', 'approx', '~', 'approximate', 'near', 'estimated', 'close', 'approximatly']"
around_av,"['approximately', 'about', 'throughout', 'roughly', 'across', 'some', 'nearly', 'autour', 'near', 'almost', 'on', 'towards', 'over', 'everywhere', 'surrounding', 'in', 'nearby']"
as_av,"['because', 'a13', 'iike', 'under', 'title', 'co', 'already', 'como', 'ab', 'equally', 'oj']"
aside_av,"['side', 'sideways', 'côté', 'apart', 'hand', 'away']"
automatically_av,"['automatic', 'auto', 'spontaneously', 'systematically', 'routinely', 'automated', 'necessarily']"
away_av,"['outside', 'far', 'out', 'aside', 'distance']"
backwards_av,"['back', 'backward', 'retrograde', 'rearward', 'upside-down', 'behind', 'ago', 'back-to-front']"
badly_av,"['poorly', 'bad', 'desperately', 'severely', 'seriously', 'wrong', 'urgently', 'evil', 'hard', 'gravely', 'ill', 'sorely', 'miserably', 'hurt', 'incorrectly']"
barely_av,"['hardly', 'scarcely', 'just', 'narrowly', 'only', 'almost', 'little']"
basically_av,"['essentially', 'fundamentally', 'mainly', 'primarily', 'basic', 'largely', 'substantially', 'virtually', 'wholesale', 'practically', 'inherently', 'mostly', 'broadly', 'principally', 'actually', 'fundamental', 'predominantly']"
below_av,"['hereinafter', 'following', 'infra', 'lower', 'underneath', 'beneath', 'under', 'hereunder', 'hereafter', 'then', 'least', 'less', 'bottom', 'lowest', 'fuse', 'ci-dessous', 'follows', 'next', 'later', 'down', 'downstream', 'underside', 'inferior', 'downstairs', 'farther']"
besides_av,"['moreover', 'furthermore', 'beside', 'alongside', 'additionally', 'beyond', 'meanwhile', 'except', 'also', 'further', 'outside']"
bloody_av,"['deadly', 'bloodthirsty', 'sanguine', 'bloodshed', 'murderous', 'bloodstained', 'fucking', 'goddamn', 'damn', 'blood-soaked', 'blood', 'cursed', 'bloodless']"
both_av,"['two', 'either', 'so', 'the', 'whether', 'each']"
bravely_av,"['courageously', 'valiantly', 'boldly', 'yong']"
briefly_av,"['brief', 'succinctly', 'short', 'summarily', 'quickly', 'brieﬂy', 'shortly', 'soon', 'concisely', 'simple', 'rapidly', 'summary']"
broadly_av,"['widely', 'largely', 'generally', 'extensively', 'wide', 'overall', 'amply', 'roughly', 'comprehensively', 'basically', 'brett', 'essentially']"
brutally_av,"['savagely', 'cruelly', 'nakedly', 'violently', 'viciously', 'abruptly', 'ruthlessly', 'sharply', 'fiendishly', 'callously', 'mercilessly', 'suddenly', 'bluntly']"
by_av,"['per', 'para', 'paras', 'via', 'par', 'under', 'torque', 'here', 'por', 'vis-', 'using', 'pair', 'because']"
certainly_av,"['surely', 'definitely', 'undoubtedly', 'indeed', 'doubtless', 'admittedly', 'absolutely', 'clearly', 'obviously', 'sure', 'unquestionably', 'really', 'probably', 'naturally', 'undeniably', 'truly', 'doubt', 'toki', 'indisputably', 'decidedly']"
cheaply_av,['cheap']
clandestinely_av,"['illegally', 'irregularly', 'secretly', 'surreptitiously']"
clearly_av,"['clear', 'obviously', 'manifestly', 'evidently', 'explicitly', 'unequivocally', 'plainly', 'apparently', 'patently', 'certainly', 'unambiguously', 'undoubtedly', 'definitely', 'expressly', 'distinctly', 'claire', 'visibly', 'demonstrably', 'naturally', 'markedly', 'soberly', 'surely', 'clara', 'significantly', 'well', 'openly', 'blatantly', 'vividly']"
close_av,"['closely', 'narrow', 'near', 'closure', 'nearly', 'closing', 'almost', 'shut', 'tight', 'nearby', 'closer', 'proximity', 'closed', 'latch', 'intimate', 'closes', 'shutdown', 'conclude', 'lock', 'vicinity', 'end', 'strong', 'straits', 'strait', 'fill', 'farm', 'conclusion', 'document', 'intimately', 'approximately', 'intensive', 'narrowly', 'next', 'adjacent', 'finish', 'closures', 'strict', 'bridge', 'firm']"
closely_av,"['close', 'carefully', 'intimately', 'tightly', 'narrowly', 'nearly', 'attentively', 'near', 'almost', 'inextricably', 'intricately', 'strictly', 'closer', 'strongly', 'thoroughly', 'integrally', 'intrinsically', 'intensively', 'intently']"
closer_av,"['narrower', 'nearest', 'close', 'closest', 'stronger', 'tighter', 'greater', 'closely', 'enhanced', 'deeper', 'more', 'nearer', 'strengthened']"
commonly_av,"['frequently', 'often', 'fluently', 'routinely', 'usually', 'fluent', 'generally', 'typically', 'widely', 'normally', 'popularly', 'ordinarily', 'common', 'ﬂuently', 'customarily']"
comparatively_av,"['relatively', 'comparably', 'fairly']"
completely_av,"['totally', 'fully', 'entirely', 'absolutely', 'wholly', 'quite', 'perfectly', 'utterly', 'altogether', 'full', 'thoroughly', 'wholeheartedly', 'very', 'abundantly', 'complete', 'radically', 'comprehensively', 'exactly', 'diametrically', 'downright']"
consequently_av,"['accordingly', 'therefore', 'thus', 'hence', 'so', 'thereby', 'correspondingly']"
considerably_av,"['significantly', 'substantially', 'greatly', 'dramatically', 'much', 'markedly', 'drastically', 'sharply', 'noticeably', 'far', 'appreciably', 'vastly', 'enormously', 'signiﬁcantly', 'widely', 'remarkably', 'severely', 'heavily', 'largely', 'considerable', 'tremendously', 'very']"
consistently_av,"['systematically', 'constantly', 'coherently', 'uniformly', 'steadily', 'always', 'invariably', 'continuously', 'evenly', 'continually', 'regularly', 'routinely', 'repeatedly', 'persistently', 'still', 'rigorously', 'uniform', 'permanently', 'tirelessly', 'systematic', 'consistent']"
constantly_av,"['continually', 'continuously', 'consistently', 'steadily', 'permanently', 'always', 'constant', 'repeatedly', 'persistently', 'continuous', 'incessantly', 'regularly', 'unceasingly', 'steady', 'ceaselessly', 'ever', 'endlessly']"
correctly_av,"['properly', 'rightly', 'successfully', 'correct', 'right', 'appropriately', 'adequately', 'accurately', 'succesfully', 'sucessfully', 'well', 'duly', 'rightfully', 'proper', 'justifiably']"
curiously_av,"['strangely', 'interestingly', 'oddly', 'bizarrely', 'surprisingly', 'amazingly', 'remarkably', 'suspiciously', 'peculiarly']"
currently_av,"['presently', 'now', 'current', 'present', 'nowadays', 'today', 'already']"
dangerously_av,"['perilously', 'precariously', 'treacherously', 'alarmingly', 'seriously', 'critically']"
deep_av,"['profound', 'deeply', 'profoundly', 'grave', 'in-depth', 'root', 'depth', 'deep-seated', 'deep-rooted', 'thorough', 'serious', 'far-reaching', 'deepest', 'throat', 'great', 'sincere', 'heartfelt', 'depths', 'underlying', 'sham', 'strong', 'gravely', 'deep-sea', 'severe', 'shum', 'thoroughgoing', 'interstellar']"
deeply_av,"['profoundly', 'deep', 'gravely', 'strongly', 'very', 'extremely', 'firmly', 'greatly', 'seriously', 'highly', 'keenly', 'acutely', 'thoroughly', 'profound', 'severely', 'utterly', 'heavily', 'bitterly', 'fundamentally', 'radically']"
definitely_av,"['certainly', 'definitively', 'surely', 'undoubtedly', 'absolutely', 'clearly', 'decidedly', 'really', 'permanently', 'unquestionably', 'strongly', 'doubtless', 'decisively', 'firmly', 'absolute', 'indeed', 'resolutely', 'categorically', 'undeniably', 'obviously']"
deliberately_av,"['intentionally', 'wilfully', 'consciously', 'knowingly', 'purposely', 'deliberate', 'advisedly', 'voluntarily', 'purposefully', 'willfully', 'willingly', 'sedulously', 'painstakingly', 'wilful']"
desperately_av,"['hopelessly', 'urgently', 'badly', 'frantically', 'frustratingly', 'sorely', 'distressingly', 'absolutely', 'disappointingly']"
differently_av,"['differentially', 'otherwise', 'unequally', 'variously']"
directly_av,"['direct', 'straight', 'immediately', 'squarely', 'first-hand', 'immediate', 'outright']"
downstairs_av,"['down', 'bottom', 'basement', 'below', 'stairs']"
dramatically_av,"['drastically', 'radically', 'spectacularly', 'significantly', 'considerably', 'sharply', 'substantially', 'greatly', 'markedly', 'spectacular', 'tremendously', 'impressively', 'tragically', 'drastic', 'remarkably', 'alarmingly', 'enormously', 'fundamentally', 'exponentially']"
earlier_av,"['previous', 'previously', 'sooner', 'early', 'before', 'prior', 'former', 'above', 'formerly', 'preceding', 'anterior', 'past', 'soon', 'ago', 'already', 'earller', 'lately', 'beforehand']"
earliest_av,"['oldest', 'first', 'closest', 'nearest', 'shortest']"
earnestly_av,"['conscientiously', 'sincerely', 'seriously', 'meticulously', 'fervently', 'earnest', 'carefully', 'wholeheartedly', 'serious', 'conscientious', 'realistically', 'careful']"
easily_av,"['readily', 'easy', 'ease', 'conveniently', 'lightly', 'simply', 'comfortably', 'smoothly', 'easier']"
effectively_av,"['efficiently', 'effective', 'efficient', 'actually', 'indeed', 'effectiveness', 'successfully', 'actively', 'really', 'valid', 'truly', 'efficiency', 'genuinely', 'validly', 'properly']"
eg_av,"['ec', 'e.g.', 'ex', 'eg.']"
either_av,"['neither', 'whether', 'or', 'both', 'nor', 'any', 'be', 'also', 'is']"
else_av,"['other', 'otherwise', 'elsewhere', 'annan', 'further']"
elsewhere_av,"['addition', 'else', 'specified', 'anywhere', 'everywhere', 'also', 'otherwise', 'abroad']"
enough_av,"['sufficient', 'sufficiently', 'adequate', 'fairly', 'quite', 'pretty', 'adequately', 'insufficient', 'rather', 'relatively', 'plenty', 'tired', 'ample', 'somewhat', 'reasonably', 'inadequate', 'insufficiently', 'too']"
entirely_av,"['completely', 'fully', 'totally', 'absolutely', 'wholly', 'quite', 'perfectly', 'utterly', 'altogether', 'exclusively', 'full', 'wholeheartedly', 'solely', 'purely', 'very', 'thoroughly', 'abundantly']"
equally_av,"['also', 'similarly', 'alike', 'likewise', 'evenly', 'equitably', 'fairly', 'uniformly', 'too', 'as']"
especially_av,"['particularly', 'particular', 'notably', 'specially', 'specifically', 'mainly', 'primarily', 'mostly', 'including', 'special', 'chiefly', 'principally', 'predominantly', 'largely', 'extremely', 'very', 'namely']"
essentially_av,"['basically', 'mainly', 'primarily', 'fundamentally', 'mostly', 'largely', 'principally', 'predominantly', 'substantially', 'chiefly', 'virtually', 'inherently', 'practically', 'broadly']"
etc_av,"['etc.', 'etcetera', 'ecc', 'géogr', 'cte', 'fte', 'cetera', 'subd.', 'so', 'cas']"
even_av,"['same', 'still', 'yet', 'also', 'pat', 'including', 'well', 'net', 'indeed', 'until', 'till', 'too', 'again', 'so', 'similar', 'already', 'aun', 'actually', 'further', 'même']"
eventually_av,"['ultimately', 'finally', 'possibly', 'lastly', 'subsequently', 'potentially', 'later']"
ever_av,"['never', 'always', 'already', 'increasingly', 'forever', 'still', ""n't"", 'constantly', 'once']"
evidently_av,"['obviously', 'apparently', 'clearly', 'manifestly', 'patently']"
exactly_av,"['precisely', 'accurately', 'just', '-exactly', 'really', 'exact', 'specifically', 'quite', 'absolutely', 'carefully', 'perfectly', 'completely', '-precisely']"
exceedingly_av,"['extremely', 'excessively', 'overly', 'very', 'vanishingly']"
exclusively_av,"['solely', 'only', 'purely', 'entirely', 'alone', 'exclusive', 'uniquely', 'strictly', 'merely', 'just', 'wholly', 'sole']"
extra_av,"['additional', 'supplementary', 'further', 'extraordinary', 'supplemental', 'incremental', 'supernumerary', 'more', 'added']"
extremely_av,"['very', 'highly', 'extraordinarily', 'incredibly', 'exceptionally', 'enormously', 'vitally', 'hugely', 'immensely', 'exceedingly', 'tremendously', 'extreme', 'particularly', 'deeply', 'crucially', 'terribly', 'supremely', 'greatly', 'quite', 'absolutely', 'much', 'eminently', 'utmost', 'critically', 'severely', 'excessively', 'utterly', 'remarkably', 'especially', 'acutely', 'unusually', 'grossly', 'profoundly']"
fairly_av,"['equitably', 'relatively', 'quite', 'enough', 'rather', 'justly', 'pretty', 'impartially', 'somewhat', 'reasonably', 'equally', 'equitable', 'fair', 'loyally', 'evenly', 'honestly', 'comparatively', 'very', 'faithfully', 'sufficiently', 'just']"
famously_av,"['swimmingly', 'notoriously']"
fast_av,"['rapid', 'quick', 'quickly', 'rapidly', 'hurry', 'speedy', 'swift', 'prompt', 'swiftly', 'soon', 'expres', 'expeditious', 'almost', 'promptly', 'fasting', 'speedily', 'expeditiously', 'timely', 'speed', 'rapids', 'early', 'high-speed', 'nearly', 'faster', 'vite', 'sticky', 'fast-track', 'accelerated']"
finally_av,"['lastly', 'ultimately', 'eventually', 'last', 'final', 'definitively', 'finaily', 'anyway', 'enfin', 'thirdly']"
financially_av,"['economically', 'fiscally', 'financial']"
finely_av,"['minutely', 'exquisitely', 'subtly']"
firmly_av,"['strongly', 'resolutely', 'securely', 'steadfastly', 'decisively', 'solidly', 'vigorously', 'unswervingly', 'deeply', 'emphatically', 'forcefully', 'categorically', 'vehemently', 'robustly', 'staunchly', 'strictly', 'firm', 'roundly', 'resolute', 'definitely', 'fully', 'tightly', 'firmness', 'determinedly', 'steadily', 'decidedly', 'absolutely']"
fittingly_av,['rightly']
flat_av,"['apartment', 'flats', 'dish', 'units', 'plat', 'steadies', 'fixed', 'flat-rate', 'stable', 'plate', 'unchanged', 'lump-sum', 'condo', 'planar', 'unit', 'forearm', 'steady', 'flat-head', 'uniform', 'flatbed', 'dishes', 'planas', 'plain', 'platter']"
forever_av,"['eternally', 'indefinitely', 'always', 'eternity', 'ever', 'permanently', 'endlessly', 'eternal', 'perennially', 'never']"
formally_av,"['officially', 'formal', 'official', 'solemnly', 'ofﬁcially', 'officiaily', 'officialy']"
formerly_av,"['previously', 'formely', 'earlier', 'former', 'before', 'once', 'above', 'originally', 'prior']"
forthwith_av,"['immediately', 'immediate', 'promptly', 'thereupon']"
fortunately_av,"['luckily', 'thankfully', 'happily', 'mercifully', 'lucky', 'hopefully', 'merrily', 'happy', 'fortunate']"
forwards_av,"['forward', 'transmits', 'resends', 'ahead', 'strikers', 'sends', 'forwarding']"
freely_av,"['free', 'freedom', 'naval', 'voluntarily', 'freedoms', 'loosely', 'openly']"
frequently_av,"['often', 'commonly', 'frequent', 'repeatedly', 'frequency', 'regularly', 'regular', 'recurrent', 'usually']"
fully_av,"['full', 'completely', 'entirely', 'totally', 'wholly', 'perfectly', 'wholeheartedly', 'absolutely', 'quite', 'unreservedly', 'utterly', 'altogether', 'comprehensively', 'thoroughly', 'adequately', 'adequate', 'comprehensive', 'complete', 'strongly', 'sufficient', 'duly', 'firmly', 'acutely', 'amply', 'integrally', 'well', 'very']"
further_av,"['additional', 'more', 'other', 'furthermore', 'new', 'moreover', 'also', 'greater', 'supplementary', 'subsequent', 'continue', 'extra', 'additionally', 'complementary', 'still', 'continued', 'future', 'again', 'longer', 'increased', 'most', 'later', 'yet', 'continuing', 'another', 'farther', 'increase', 'forward', 'besides', 'over', 'others', 'supplemental', 'subsequently', 'follow', 'even', 'else']"
furthermore_av,"['moreover', 'additionally', 'further', 'also', 'besides', 'meanwhile', 'similarly', 'apart', 'likewise', 'more', 'incidentally', 'alternatively']"
gently_av,"['smoothly', 'softly', 'mildly', 'delicately', 'nicely', 'slowly', 'carefuily', 'easy', 'lightly', 'carefully', 'slightly', 'quietly', 'kindly']"
gradually_av,"['progressively', 'incrementally', 'slowly', 'steadily', 'gradual', 'progressive', 'increasingly', 'phased']"
greatly_av,"['significantly', 'considerably', 'substantially', 'largely', 'much', 'very', 'enormously', 'dramatically', 'heavily', 'strongly', 'highly', 'widely', 'deeply', 'vastly', 'tremendously', 'extremely', 'markedly', 'sharply', 'immensely', 'drastically', 'severely', 'hugely', 'far']"
grudgingly_av,['reluctantly']
half_av,"['one-half', 'semester', 'half-year', 'halfway', 'east', 'middle', 'pol', 'halved', 'half-way', 'average', '-stanzi', 'poole', '50', 'means', 'media']"
happily_av,"['fortunately', 'cheerfully', 'thankfully', 'luckily', 'gladly', 'blithely', 'pleasantly', 'merrily', 'gaily', 'willingly', 'mercifully', 'happy']"
hardly_av,"['barely', 'scarcely', 'almost', 'little', 'rarely', 'virtually', 'practically', 'nearly', 'not']"
heavily_av,"['strongly', 'severely', 'highly', 'greatly', 'largely', 'densely', 'widely', 'intensively', 'sharply', 'massively', 'seriously', 'significantly', 'very', 'strong', 'extensively', 'considerably', 'deeply', 'hard', 'much']"
hence_av,"['therefore', 'thus', 'consequently', 'accordingly', 'so', 'thereby', 'where']"
hereto_av,"['herein', 'herewith']"
highly_av,"['very', 'extremely', 'high', 'strongly', 'heavily', 'greatly', 'eminently', 'deeply', 'quite', 'height', 'fort', 'much', 'hugely', 'great', 'strong', 'extraordinarily', 'particularly', 'enormously', 'severely', 'incredibly']"
hopefully_av,['fortunately']
hourly_av,"['schedule', 'schedules', 'hours', 'tentative', 'timetables', 'timetable', 'scheduling', 'hour']"
however_av,"['nevertheless', 'but', 'nonetheless', 'yet', 'though', 'notwithstanding', 'conversely', 'still', 'toutefois', 'instead']"
ie_av,"[""'ie"", 'i.e.', 'ci', 'separatethe', ""'ii""]"
immediately_av,"['immediate', 'forthwith', 'promptly', 'instantly', 'directly', 'urgently', 'straightaway', 'readily', 'straight', 'direct', 'now', 'soon', 'just', 'quickly', 'lmmediately', 'immediatly']"
increasingly_av,"['increasing', 'ever', 'growing', 'progressively', 'always', 'gradually', 'steadily', 'still', 'more']"
indeed_av,"['actually', 'really', 'truly', 'certainly', 'genuinely', 'effectively', 'even', 'res', 'incidentally', 'undoubtedly', 'definitely', 'surely', 'admittedly', 'already']"
inevitably_av,"['unavoidably', 'necessarily', 'inescapably', 'invariably', 'inexorably', 'inevitable', 'fatally', 'unavoidable']"
initially_av,"['originally', 'first', 'original', 'firstly', 'initial', 'tentatively', 'departing', 'early']"
inside_av,"['within', 'interior', 'indoors', 'internal', 'insideâ', 'inner', 'indoor', 'domestic', 'in', 'inland', 'internally', 'inboard']"
instantly_av,"['instantaneously', 'immediately', 'instant', 'snapshot']"
instead_av,"['rather', 'lnstead', 'conversely', 'pretty', 'however', 'alternatively']"
invariably_av,"['consistently', 'always', 'inevitably', 'routinely']"
ironically_av,"['paradoxically', 'sarcastically']"
just_av,"['only', 'simply', 'fair', 'merely', 'precisely', 'alone', 'solely', 'exactly', 'barely', 'right', 'mere', 'equitable', 'jen', 'simple', 'net', 'len', 'juste', 'purely', 'recently', 'impartial', 'exclusively', 'solo', 'immediately', 'righteous', 'single', 'little', 'that', 'scarcely', 'fairly', 'slightly']"
justifiably_av,"['rightly', 'legitimately', 'rightfully', 'justly', 'correctly']"
justly_av,"['fairly', 'rightly', 'justifiably']"
largely_av,"['widely', 'mainly', 'greatly', 'broadly', 'mostly', 'primarily', 'essentially', 'heavily', 'predominantly', 'basically', 'extensively', 'principally', 'substantially', 'significantly', 'much', 'generally', 'amply', 'chiefly', 'considerably', 'especially', 'virtually']"
late_av,"['overdue', 'tardif', 'iate', 'belated', 'later', 'delayed', 'delay', 'deceased', 'end', 'afternoon', 'belatedly', 'evening', 'concluding', 'departed', 'tardy', 'night', 'purposes', 'tard', 'behind', 'late-onset', 'iater', 'smell', 'final', 'off-track']"
later_av,"['subsequently', 'subsequent', 'after', 'late', 'latest', 'afterwards', 'thereafter', 'iater', 'then', 'posterior', 'trailing', 'further', 'future', 'rear', 'following', 'below', 'afterward', 'latter', 'eventually']"
least_av,"['less', 'minus', 'fewer', 'minimum', 'lesser', 'lower', 'moins', 'below', 'under', 'ieast', 'slightest', 'lowest', 'fewest', '<', 'iess']"
less_av,"['least', 'fewer', 'lower', 'minus', 'lesser', 'smaller', 'under', 'minimum', 'below', 'minor', 'moins', 'more', 'shorter', '<', 'low', 'reduced', 'ieast', 'minder', 'lowest', 'fewest']"
lightly_av,"['slightly', 'contemptibly', 'cavalierly', 'casually', 'frivolously', 'loosely', 'easily', 'gently', 'marginally', 'superficially', 'recklessly']"
literally_av,"['verbatim', 'textually', 'virtually']"
locally_av,"['local', 'domestically', 'indigenously', 'on-the-spot']"
long_av,"['lengthy', 'lange', 'lang', 'langen', 'longer', 'prolonged', 'long-term', 'protracted', 'length', 'long-standing', 'largo', 'long-', 'time-consuming', 'longue', 'longstanding', 'lunga', 'extended', 'iong', 'extensive', 'cheung', 'loong', 'long-running', 'far', 'much', 'al-taweel', 'luong', 'along', 'long-staple', 'long-lasting', 'long-time', 'time']"
materially_av,"['physically', 'substantially', 'significantly', 'factually']"
meanwhile_av,"['meantime', 'concurrently', 'moreover', 'furthermore', 'simultaneously', 'besides']"
mechanically_av,"['mechanistically', 'machinery']"
mentally_av,"['mental', 'psychologically', 'spiritually', 'intellectually']"
merely_av,"['simply', 'only', 'just', 'purely', 'solely', 'simple', 'alone', 'exclusively']"
metaphorically_av,['figuratively']
more_av,"['greater', 'most', 'longer', 'addition', 'further', 'sea', 'plus', 'better', 'anymore', 'additional', 'higher', 'several', 'larger', 'increased', 'greatest', 'bigger', 'largest', 'stronger', 'older', 'mer', ""n't"", 'less', 'best', 'seas', 'extra', 'closer', 'wider', 'increase', 'moreover', 'well', 'meer', 'furthermore', 'más', 'increasingly', 'excess', 'highest', 'mehr']"
moreover_av,"['furthermore', 'additionally', 'further', 'besides', 'also', 'meanwhile', 'incidentally', 'apart', 'more', 'similarly']"
most_av,"['more', 'addition', 'over', 'majority', 'longer', 'greatest', 'plus', 'best', 'but', 'greater', 'largest', 'further', 'mostly', 'anymore', 'biggest', 'very', 'highest', 'hardest']"
mostly_av,"['mainly', 'primarily', 'largely', 'predominantly', 'essentially', 'principally', 'especially', 'chiefly', 'particularly', 'most', 'often', 'generally', 'basically', 'usually']"
