Word,Synonyms
representative,"['classic', 'classical', 'ideal', 'model', 'rep']"
repressed,"['crush', 'inhibit', 'muffle', 'quash', 'quell', 'restrain', 'squelch', 'stifle', 'subdue', 'subjugate', 'suppress']"
required,"['appropriate', 'compulsory', 'enforced', 'mandatory', 'needed', 'obligatory', 'prescribed', 'recommended', 'requisite', 'vital']"
requisite,['precondition']
residential,"['peopled', 'populous', 'uptown', 'urban']"
respective,['various']
responsible,"['answerable', 'culpable', 'guilty', 'important', 'liable', 'pledged', 'subject']"
retail,['peddle']
revealing,"['acknowledge', 'admit', 'affirm', 'announce', 'concede', 'confess', 'declare', 'divulge', 'explain', 'expose', 'inform', 'publish', 'report', 'tell']"
revised,"['adjusted', 'amended', 'improved', 'updated']"
revolutionary,"['radical', 'subversive']"
rhythmic,['rhythmical']
ridiculous,"['absurd', 'bizarre', 'fantastic', 'foolish', 'goofy', 'impossible', 'incredible', 'laughable', 'ludicrous', 'nonsensical', 'outrageous', 'preposterous', 'silly', 'unbelievable', 'wacky']"
roman,"['classic', 'humanistic']"
romantic,"['adventurous', 'amorous', 'charming', 'colorful', 'corny', 'dreamy', 'erotic', 'exciting', 'exotic', 'fanciful', 'fantastic', 'fascinating', 'glamorous', 'maudlin', 'mysterious', 'nostalgic', 'passionate', 'tender', 'utopian', 'whimsical']"
rotating,"['pivot', 'revolve', 'spin', 'swivel', 'twirl', 'twist', 'whirl']"
rough,"['bumpy', 'choppy', 'coarse', 'fuzzy', 'harsh', 'rocky', 'rugged']"
round,"['bulbous', 'curved', 'cylindrical', 'elliptical', 'oval', 'rounded', 'spherical']"
royal,"['aristocratic', 'dignified', 'illustrious', 'imperial', 'magnificent', 'noble', 'stately']"
ruling,"['cardinal', 'central', 'commanding', 'controlling', 'leading', 'overriding', 'overruling', 'reigning', 'sovereign', 'upper']"
runaway,"['delinquent', 'escaped', 'uncontrolled']"
rural,"['agrarian', 'agricultural', 'backwoods', 'bucolic', 'idyllic', 'pastoral', 'provincial', 'rustic']"
sabine,['evergreen']
saline,['briny']
sane,"['balanced', 'fair-minded', 'healthy', 'intelligent', 'levelheaded', 'logical', 'lucid', 'normal', 'prudent', 'rational', 'sensible', 'sober', 'wise']"
sardonic,"['acerbic', 'biting', 'caustic', 'derisive', 'mocking', 'mordant', 'satirical']"
satisfactory,"['adequate', 'decent', 'fair', 'good', 'gratifying', 'satisfying', 'solid', 'suitable', 'tolerable', 'valid']"
satisfied,"['contented', 'convinced', 'fulfilled', 'happy']"
sceptical,[]
scientific,"['experimental', 'mathematical', 'objective']"
searching,"['curious', 'seeking']"
secret,"['classified', 'covert', 'furtive', 'hush-hush', 'mysterious', 'obscure', 'private', 'secluded', 'undercover', 'underground', 'undisclosed', 'unknown', 'unpublished']"
sectarian,"['factional', 'parochial', 'partisan']"
secure,['protected']
senior,"['elder', 'leading']"
sensible,"['astute', 'down-to-earth', 'intelligent', 'judicious', 'logical', 'practical', 'prudent', 'rational', 'sane', 'shrewd', 'sober', 'wise']"
sensitive,"['conscious', 'delicate', 'emotional', 'hypersensitive', 'keen', 'nervous', 'perceptive', 'precise', 'receptive', 'responsive', 'susceptible', 'tense', 'touchy', 'tricky', 'unstable']"
separate,"['free', 'independent', 'isolated', 'sovereign']"
serious,"['deliberate', 'genuine', 'honest', 'severe', 'sincere', 'thoughtful']"
severe,"['harsh', 'relentless', 'serious', 'strict']"
sexual,"['carnal', 'erotic', 'intimate', 'passionate', 'reproductive', 'sensual']"
shallow,"['empty', 'flat', 'hollow', 'trivial']"
shared,"['common', 'communal', 'mutual']"
sheer,"['erect', 'precipitate']"
shocked,"['aghast', 'amazed', 'appalled', 'astonished', 'dismayed', 'offended', 'stunned']"
significant,"['compelling', 'important', 'momentous', 'powerful', 'serious', 'symbolic']"
similar,"['akin', 'analogous', 'comparable', 'complementary', 'identical', 'related']"
simple,"['clean', 'elementary', 'plain', 'quiet', 'smooth', 'straightforward', 'transparent', 'uncomplicated']"
simplified,"['abridged', 'clear', 'interpreted', 'reduced']"
single,"['individual', 'lone', 'original', 'particular', 'personal', 'private', 'separate', 'simple', 'sole', 'special', 'specific']"
sketchy,"['cursory', 'faulty', 'inadequate', 'insufficient', 'perfunctory', 'preliminary', 'skimpy', 'superficial', 'vague']"
skilled,"['able', 'adept', 'experienced', 'proficient']"
sliding,"['accelerate', 'drift', 'drive', 'drop', 'fall', 'flow', 'glide', 'move', 'sag', 'shift', 'shove', 'skate', 'skid', 'slip', 'slither', 'slump', 'tumble', 'veer']"
slight,"['meager', 'minor', 'modest', 'negligible', 'slender', 'slim', 'superficial', 'trivial']"
sloppy,"['awkward', 'careless', 'clumsy', 'dirty', 'mediocre', 'muddy', 'poor', 'wet']"
smooth,"['continuous', 'creamy', 'easy', 'effortless', 'flat', 'fluid', 'gentle', 'glossy', 'mild', 'peaceful', 'polished', 'quiet', 'serene', 'shiny', 'silky', 'sleek', 'soft', 'stable', 'steady', 'tranquil', 'uneventful', 'velvety']"
social,"['civil', 'communal']"
socialist,"['leftist', 'liberal', 'progressive', 'revolutionary']"
sole,"['exclusive', 'lone', 'one and only', 'remaining']"
solid,"['stable', 'strong', 'sturdy', 'substantial', 'tight']"
sophisticated,"['mature', 'practical', 'refined', 'worldly']"
sore,"['aching', 'bruised', 'hurting', 'inflamed', 'painful', 'sharp', 'tender', 'uncomfortable']"
southern,"['austral', 'from the south', 'meridional', 'of the south', 'southerly', 'toward the south']"
soviet,"['assembly', 'chamber of deputies', 'congress', 'diet', 'general assembly', 'house of assembly', 'legislative assembly', 'parliament']"
spare,"['unoccupied', 'unused']"
specific,"['clear-cut', 'definite', 'definitive', 'different', 'distinct', 'exact', 'explicit', 'individual', 'limited', 'peculiar', 'precise', 'special', 'specialized', 'unambiguous', 'unequivocal', 'unique']"
spectacular,"['amazing', 'astonishing', 'astounding', 'breathtaking', 'daring', 'dazzling', 'dramatic', 'eye-catching', 'fabulous', 'fantastic', 'grand', 'magnificent', 'marvelous', 'miraculous', 'remarkable', 'sensational', 'splendid', 'striking', 'stunning', 'thrilling', 'wondrous']"
spectral,"['eerie', 'shadowy']"
speculative,"['analytical', 'dangerous', 'experimental', 'hypothetical', 'risky', 'unproved', 'unproven', 'unsubstantiated']"
spherical,['rounded']
spiritual,"['divine', 'metaphysical', 'sacred']"
splendid,"['baroque', 'beautiful', 'bright', 'brilliant', 'dazzling', 'elegant', 'glittering', 'gorgeous', 'grand', 'imposing', 'impressive', 'lavish', 'lustrous', 'magnificent', 'marvelous', 'ornate', 'rich', 'splashy', 'sumptuous', 'superb']"
spontaneous,"['casual', 'impromptu', 'instinctive', 'offhand', 'simple', 'unplanned', 'voluntary']"
spurious,"['bogus', 'false', 'phony', 'specious']"
stable,"['balanced', 'calm', 'durable', 'fast', 'lasting', 'permanent', 'reliable', 'safe', 'secure', 'solid', 'steady', 'strong', 'substantial']"
staggering,"['amazing', 'astonishing', 'astounding', 'mind-boggling', 'shocking', 'stunning']"
stainless,"['chaste', 'exemplary', 'immaculate', 'pure', 'spotless', 'unsoiled', 'unsullied', 'untainted']"
stalinist,"['Bolshevik', 'Bolshevist', 'Commie', 'Maoist', 'Marxist', 'Socialist', 'Trotskyite', 'apparatchik', 'comrade', 'pinko', 'red', 'sympathizer']"
standard,"['accepted', 'basic', 'classic', 'common', 'definitive', 'normal', 'typical', 'usual']"
statistical,"['analytical', 'demographic', 'numerical']"
statutory,"['lawful', 'legal']"
steadfast,"['abiding', 'adamant', 'ardent', 'dedicated', 'faithful', 'inflexible', 'intense', 'relentless', 'resolute', 'rigid', 'single-minded', 'staunch', 'stubborn', 'true', 'unflinching', 'unqualified', 'unswerving', 'unwavering', 'unyielding']"
steady,"['constant', 'durable', 'regular', 'reliable', 'safe', 'solid', 'substantial']"
steep,"['abrupt', 'arduous', 'hilly', 'lofty', 'precipitous', 'sharp']"
stiff,"['arthritic', 'creaky', 'rigid', 'solid', 'stark', 'tense', 'thick', 'tight', 'wooden']"
still,"['closed', 'fixed', 'halcyon', 'hushed', 'pacific', 'sealed', 'smooth', 'stable', 'static', 'stock-still', 'whist']"
straightforward,"['candid', 'forthright', 'genuine', 'sincere', 'truthful', 'unequivocal']"
stranded,"['aground', 'ashore', 'grounded', 'helpless', 'wrecked']"
strange,"['astonishing', 'bizarre', 'curious', 'different', 'extraordinary', 'fantastic', 'funny', 'new', 'odd', 'offbeat', 'outlandish', 'peculiar', 'rare', 'remarkable', 'unusual', 'weird', 'wonderful']"
strategic,"['critical', 'important', 'key', 'vital']"
stressful,"['annoying', 'trying']"
strict,"['draconian', 'exacting', 'harsh', 'rigid', 'rigorous', 'scrupulous', 'severe', 'stern', 'stringent', 'tough']"
striking,"['arresting', 'astonishing', 'bizarre', 'compelling', 'conspicuous', 'dazzling', 'eye-catching', 'fascinating', 'handsome', 'impressive', 'marked', 'memorable', 'noteworthy', 'noticeable', 'outstanding', 'powerful', 'remarkable', 'salient', 'singular', 'startling', 'stunning', 'surprising', 'telling', 'unusual', 'wonderful', 'wondrous']"
structural,"['anatomical', 'architectural', 'basic', 'constitutional', 'skeletal']"
stupid,"['dull', 'dumb', 'foolish', 'futile', 'ill-advised', 'irrelevant', 'laughable', 'ludicrous', 'naive', 'senseless', 'shortsighted', 'simple', 'trivial']"
subdued,"['hushed', 'low-key', 'mellow', 'muted', 'restrained', 'sober', 'solemn', 'unobtrusive']"
submerged,"['deluge', 'douse', 'drench', 'drown', 'engulf', 'flood', 'immerse', 'inundate', 'overflow', 'overwhelm', 'sink', 'subside', 'swamp']"
subsequent,"['consecutive', 'consequent', 'ensuing', 'following', 'successive']"
substantial,"['big', 'consequential', 'considerable', 'extraordinary', 'generous', 'hefty', 'large', 'massive', 'meaningful', 'serious', 'significant', 'sizable', 'solid', 'steady', 'strong', 'valuable', 'vast']"
subtle,"['exquisite', 'faint', 'indirect', 'ingenious', 'profound', 'slight', 'sophisticated', 'understated']"
successful,"['fortunate', 'fruitful', 'happy', 'lucky', 'lucrative', 'outstanding', 'prosperous', 'rewarding', 'strong', 'wealthy']"
successive,"['consecutive', 'ensuing', 'subsequent', 'succeeding']"
sudden,"['abrupt', 'hasty', 'immediate', 'precipitous', 'quick', 'rapid', 'swift', 'unforeseen', 'unusual']"
sufficient,"['acceptable', 'ample', 'plentiful', 'satisfactory', 'tolerable']"
suitable,"['advisable', 'applicable', 'apt', 'convenient', 'correct', 'fitting', 'good', 'good enough', 'handy', 'proper', 'reasonable', 'relevant', 'satisfactory', 'sufficient', 'suited', 'useful']"
superb,"['admirable', 'best', 'breathtaking', 'elegant', 'exquisite', 'fine', 'glorious', 'gorgeous', 'great', 'magnificent', 'marvelous', 'outstanding', 'solid', 'splendid', 'stunning', 'sublime', 'superior', 'superlative']"
superior,"['admirable', 'exceptional', 'first-rate', 'good', 'high-caliber', 'preferable', 'remarkable', 'superhuman']"
supposed,"['alleged', 'apparent', 'presumed', 'purported']"
supreme,"['absolute', 'best', 'cardinal', 'chief', 'closing', 'crowning', 'culminating', 'excellent', 'extreme', 'final', 'first', 'foremost', 'head', 'highest', 'incomparable', 'last', 'leading', 'marvelous', 'matchless', 'maximum', 'paramount', 'peerless', 'perfect', 'predominant', 'preeminent', 'prevailing', 'prime', 'sovereign', 'superb', 'superlative', 'surpassing', 'terminal', 'top', 'top-drawer', 'towering', 'transcendent', 'ultimate', 'unequaled', 'unmatched', 'unparalleled', 'unsurpassable', 'unsurpassed', 'utmost']"
surprising,"['amazing', 'astonishing', 'extraordinary', 'remarkable', 'shocking', 'startling', 'stunning', 'sudden', 'unanticipated', 'unforeseen', 'unpredictable', 'wonderful']"
surreal,['hypnagogic']
surrounding,['neighboring']
swedish,[]
sympathetic,"['affectionate', 'caring', 'compassionate', 'interested', 'loving', 'responsive', 'sensitive', 'supportive', 'thoughtful', 'warm']"
syntactic,"['linguistic', 'semantic']"
syrian,[]
systematic,"['efficient', 'methodical', 'organized', 'precise', 'standardized']"
tabular,"['empty', 'horizontal', 'low', 'unbroken']"
tactical,['diplomatic']
tactless,['untactful']
tamil,[]
taxable,['payable']
technical,"['high-tech', 'industrial', 'mechanical', 'professional', 'scholarly', 'scientific', 'special', 'specialized', 'technological', 'vocational']"
technological,"['high-tech', 'industrial', 'mechanical', 'professional', 'scholarly', 'scientific', 'special', 'specialized', 'vocational']"
temporary,"['brief', 'interim', 'limited', 'makeshift', 'momentary', 'provisional', 'short-lived', 'transitory']"
terrible,"['abhorrent', 'appalling', 'atrocious', 'awesome', 'awful', 'dangerous', 'dire', 'disastrous', 'disturbing', 'dreadful', 'extreme', 'frightful', 'ghastly', 'gruesome', 'harrowing', 'hideous', 'horrendous', 'horrid', 'horrifying', 'serious', 'severe', 'shocking', 'unfortunate', 'unpleasant']"
textual,[]
thematic,"['confined', 'insular', 'limited', 'parochial', 'particular', 'regional', 'restricted', 'sectional']"
theoretical,"['abstract', 'academic', 'analytical', 'imaginative', 'intellectual', 'logical', 'metaphysical', 'philosophical', 'speculative', 'vague']"
thick,"['broad', 'chunky', 'fat', 'hard', 'heavy', 'massive', 'wide']"
thriving,"['booming', 'burgeoning', 'developing', 'flourishing', 'growing', 'healthy', 'prosperous', 'robust', 'wealthy']"
thrusting,"['dig', 'elbow', 'heave', 'interject', 'jab', 'lob', 'lunge', 'nudge', 'plunge', 'poke', 'propel', 'punch', 'shove', 'sink', 'sling', 'smack', 'stab', 'stick']"
tight,"['compact', 'cramped', 'fast', 'inflexible', 'narrow', 'quick', 'rigid', 'solid', 'stable', 'steady', 'stiff', 'strained', 'strong', 'sturdy', 'taut', 'tense', 'thick', 'tightened']"
tory,"['counterrevolutionary', 'regressive', 'rightist', 'rigid']"
tough,"['hard', 'healthy', 'resilient', 'solid', 'stiff', 'tenacious', 'tight', 'vigorous']"
traditional,"['classic', 'classical', 'common', 'conventional', 'historic', 'long-established', 'old', 'popular', 'regular', 'time-honored', 'universal']"
traumatic,"['awful', 'chilling', 'disquieting', 'dreadful', 'eerie', 'ghastly', 'grim', 'grisly', 'hair-raising', 'hellish', 'horrible', 'horrid', 'horrifying', 'macabre', 'scary', 'spooky', 'terrible', 'terrifying']"
tremendous,"['amazing', 'astounding', 'awesome', 'colossal', 'dreadful', 'enormous', 'excellent', 'exceptional', 'extraordinary', 'fabulous', 'fantastic', 'formidable', 'great', 'immense', 'incredible', 'marvelous', 'massive', 'monumental', 'prodigious', 'terrible', 'terrific', 'vast', 'wonderful']"
trim,"['compact', 'dapper', 'snug', 'streamlined', 'tidy', 'well-groomed']"
tropical,"['equatorial', 'hot', 'lush', 'steamy', 'sultry', 'sweltering']"
turbulent,"['bitter', 'bumpy', 'choppy', 'fierce', 'rough', 'stormy', 'swirling', 'tempestuous', 'unstable', 'violent']"
typical,"['classic', 'common', 'commonplace', 'emblematic', 'exemplary', 'natural', 'normal', 'ordinary', 'quintessential', 'regular', 'symbolic']"
ubiquitous,"['everywhere', 'omnipresent', 'pervasive', 'universal']"
ultimate,['eventual']
unable,"['helpless', 'impotent', 'inadequate', 'incapable', 'not able', 'powerless', 'sidelined', 'unfit', 'weak']"
unattractive,"['disgusting', 'repugnant', 'repulsive', 'unappealing']"
uncertain,"['ambiguous', 'ambivalent', 'dubious', 'erratic', 'hazy', 'hesitant', 'insecure', 'precarious', 'questionable', 'risky', 'unclear', 'undecided', 'undetermined', 'unpredictable', 'unreliable', 'unresolved', 'unsettled', 'unsure', 'vague']"
underlying,"['basic', 'elemental', 'hidden']"
undisturbed,"['peaceful', 'uninterrupted', 'unruffled']"
unemployed,"['idle', 'inactive', 'jobless', 'underemployed']"
unequivocal,"['absolute', 'apparent', 'categorical', 'clear-cut', 'decisive', 'explicit', 'indisputable', 'obvious', 'straightforward', 'unambiguous', 'undeniable', 'unmistakable']"
unexpected,"['abrupt', 'accidental', 'amazing', 'astonishing', 'fortuitous', 'startling', 'stunning', 'sudden', 'swift', 'unanticipated', 'unforeseen', 'unpredictable', 'wonderful']"
unfair,"['arbitrary', 'biased', 'cruel', 'discriminatory', 'dishonest', 'illegal', 'immoral', 'improper', 'inequitable', 'inexcusable', 'one-sided', 'partisan', 'shameful', 'unethical', 'unjust', 'unjustifiable', 'unlawful', 'unreasonable', 'unwarranted', 'wrong']"
unfamiliar,"['bizarre', 'curious', 'exotic', 'foreign', 'new', 'obscure', 'peculiar', 'unaccustomed', 'unexpected', 'unexplored', 'unknown', 'unusual']"
unfit,"['ill-equipped', 'inadequate', 'inappropriate', 'unhealthy', 'unlikely', 'unsuitable', 'unsuited', 'useless']"
unfortunate,"['adverse', 'damaging', 'deplorable', 'disastrous', 'inappropriate', 'lamentable', 'regrettable', 'untoward']"
unholy,['unhallowed']
unifying,"['bring together', 'consolidate', 'merge']"
unique,"['different', 'exclusive', 'particular', 'rare', 'uncommon']"
united,"['concerted', 'consolidated', 'cooperative', 'homogeneous', 'integrated', 'linked', 'unanimous', 'undivided', 'unified']"
universal,"['broad', 'common', 'comprehensive', 'extensive', 'global', 'prevalent', 'ubiquitous', 'unlimited']"
unknown,"['anonymous', 'exotic', 'foreign', 'nameless', 'new', 'remote', 'strange', 'uncharted', 'undiscovered', 'unexplained', 'unexplored', 'unfamiliar', 'unidentified', 'unnamed', 'unrecognized']"
unlikely,"['absurd', 'implausible', 'improbable', 'inconceivable', 'incredible', 'rare', 'remote', 'strange', 'unbelievable']"
unnecessary,"['avoidable', 'futile', 'gratuitous', 'irrelevant', 'needless', 'redundant', 'superfluous', 'unneeded', 'useless', 'worthless']"
unshaven,"['bumpy', 'choppy', 'coarse', 'fuzzy', 'harsh', 'rocky', 'rugged']"
untouched,"['flawless', 'intact', 'spotless', 'unaffected', 'unbroken', 'unconcerned', 'undamaged', 'unharmed', 'unimpressed', 'unmoved', 'unscathed']"
unusual,"['amazing', 'astonishing', 'awesome', 'bizarre', 'curious', 'exceptional', 'extraordinary', 'incredible', 'memorable', 'noteworthy', 'odd', 'phenomenal', 'rare', 'remarkable', 'significant', 'singular', 'special', 'strange', 'surprising', 'uncommon', 'unconventional', 'unexpected', 'unique', 'weird']"
upper,['uppermost']
urban,"['civic', 'civil', 'downtown', 'metropolitan']"
urgent,"['compelling', 'critical', 'crucial', 'demanding', 'essential', 'immediate', 'imperative', 'important', 'indispensable', 'necessary', 'persuasive', 'pressing', 'serious', 'vital', 'weighty']"
used,"['recycled', 'worn']"
vague,"['ambiguous', 'dubious', 'equivocal', 'faint', 'fuzzy', 'hazy', 'imprecise', 'lax', 'nebulous', 'obscure', 'uncertain', 'unclear', 'unsure']"
valid,"['accurate', 'authentic', 'binding', 'compelling', 'conclusive', 'credible', 'good', 'lawful', 'legal', 'legitimate', 'logical', 'original', 'persuasive', 'solid', 'true', 'well-founded']"
valuable,"['beneficial', 'costly', 'expensive', 'helpful', 'important', 'invaluable', 'prized', 'profitable', 'relevant', 'scarce', 'treasured', 'useful', 'valued', 'worthwhile']"
various,"['assorted', 'different', 'discrete', 'disparate', 'distinct', 'diverse', 'diversified', 'individual', 'numerous', 'separate', 'sundry', 'varied']"
vast,"['ample', 'big', 'boundless', 'broad', 'colossal', 'endless', 'enormous', 'extensive', 'far-flung', 'far-reaching', 'gigantic', 'great', 'huge', 'immense', 'infinite', 'limitless', 'mammoth', 'massive', 'monumental', 'spacious', 'tremendous', 'unlimited']"
verbal,"['rhetorical', 'unwritten']"
vertical,['steep']
victorian,"['conservative', 'square', 'stiff']"
violent,"['brutal', 'crazy', 'cruel', 'fierce', 'homicidal', 'hysterical', 'murderous', 'passionate', 'potent', 'powerful', 'savage', 'uncontrollable', 'vicious']"
visible,"['clear', 'conspicuous', 'detectable', 'discernible', 'distinguishable', 'evident', 'noticeable', 'obvious', 'palpable', 'striking', 'unmistakable']"
visual,"['ocular', 'optic', 'optical']"
vital,"['basic', 'critical', 'crucial', 'decisive', 'fundamental', 'imperative', 'important', 'indispensable', 'integral', 'key', 'meaningful', 'necessary', 'needed', 'significant', 'urgent']"
voluntary,['spontaneous']
vulnerable,"['accessible', 'defenseless', 'exposed', 'liable', 'ready', 'sensitive', 'susceptible', 'unsafe', 'weak']"
weak,"['anemic', 'feeble', 'fragile', 'frail', 'hesitant', 'powerless', 'shaky', 'sickly', 'sluggish', 'uncertain', 'unsteady', 'weakened', 'wobbly']"
wealthy,"['affluent', 'independent', 'moneyed', 'prosperous', 'upscale', 'well-heeled', 'well-off', 'well-to-do']"
welsh,"['bamboozle', 'bilk', 'cheat', 'con', 'deceive', 'defraud', 'dodge', 'duck', 'dupe', 'fleece', 'flimflam', 'fool', 'gull', 'hoodwink', 'sandbag', 'scam', 'shaft', 'stiff', 'sting', 'trick', 'weasel']"
western,"['westerly', 'westward']"
whole,"['full', 'perfect']"
widespread,"['across the board', 'all over the place', 'boundless', 'broad', 'common', 'comprehensive', 'current', 'diffuse', 'epidemic', 'far-flung', 'far-reaching', 'general', 'on a large scale', 'outspread', 'overall', 'pandemic', 'pervasive', 'popular', 'prevailing', 'prevalent', 'public', 'rampant', 'regnant', 'rife', 'ruling', 'sweeping', 'universal', 'unlimited', 'unrestricted', 'wall-to-wall', 'wholesale']"
wild,"['barbarian', 'desert', 'free', 'lush', 'native', 'natural', 'overrun', 'primitive', 'savage', 'waste']"
willing,"['active', 'amenable', 'eager', 'enthusiastic', 'happy', 'inclined', 'pleased', 'prepared', 'prone', 'responsible']"
winning,"['leading', 'successful', 'victorious']"
wise,"['astute', 'aware', 'careful', 'educated', 'enlightened', 'experienced', 'informed', 'judicious', 'knowledgeable', 'perceptive', 'prudent', 'rational', 'sane', 'sensible', 'shrewd', 'smart', 'thoughtful', 'wary', 'well-informed']"
wishful,"['acquisitive', 'ambitious', 'aspiring', 'craving', 'daydreaming', 'desiring', 'greedy', 'hankering', 'hopeful', 'itchy', 'keen', 'longful', 'longing', 'lustful', 'wishing', 'yearning']"
wonderful,"['admirable', 'amazing', 'astonishing', 'awesome', 'brilliant', 'cool', 'enjoyable', 'excellent', 'fabulous', 'fantastic', 'fine', 'incredible', 'magnificent', 'marvelous', 'outstanding', 'phenomenal', 'pleasant', 'pleasing', 'remarkable', 'sensational', 'strange', 'superb', 'surprising', 'terrific', 'tremendous', 'wondrous']"
wooden,"['board', 'clapboard', 'frame', 'ligneous', 'log', 'peg', 'plant', 'slab', 'timber', 'timbered', 'woody']"
worsening,"['aggravate', 'damage', 'decline', 'depress', 'deteriorate', 'exacerbate', 'get worse', 'impair', 'lower']"
worthless,"['barren', 'bogus', 'futile', 'inconsequential', 'ineffective', 'insignificant', 'meaningless', 'mediocre', 'pointless', 'unimportant', 'unproductive', 'unprofitable', 'unusable', 'useless']"
worthwhile,"['advantageous', 'beneficial', 'constructive', 'excellent', 'good', 'important', 'invaluable', 'justifiable', 'lucrative', 'productive', 'profitable', 'rewarding', 'useful', 'valuable', 'worthy']"
written,"['drafted', 'penned', 'recorded', 'reported']"
yielding,"['humble', 'passive', 'resigned']"
absolutely,"['actually', 'categorically', 'definitely', 'doubtless', 'exactly', 'positively', 'precisely', 'really', 'surely', 'truly', 'unconditionally', 'unquestionably']"
accidentally,"['unintentionally', 'unwittingly']"
accordingly,"['appropriately', 'correspondingly', 'properly', 'proportionately', 'respectively', 'subsequently', 'therefore', 'thus']"
actively,"['earnestly', 'passionately', 'sincerely', 'vigorously']"
actually,"['absolutely', 'indeed', 'literally', 'really', 'very']"
afterwards,"['eventually', 'later', 'subsequently']"
aggressively,[]
ahead,"['advanced', 'along', 'before', 'earlier', 'forward']"
alderly,[]
allegorically,[]
almost,"['about', 'approximately', 'around', 'essentially', 'most', 'much', 'practically', 'relatively', 'roughly', 'virtually']"
along,"['forward', 'onward']"
already,"['before', 'earlier', 'once', 'previously', 'then']"
alright,[]
alternatively,"['sooner', 'willingly']"
altogether,"['en masse', 'generally']"
anyfamily,[]
anyway,"['anyhow', 'ever', 'once']"
anywhere,['anyplace']
apart,['aside']
apparently,"['allegedly', 'ostensibly', 'possibly', 'probably', 'supposedly']"
approximately,"['almost', 'generally', 'relatively', 'roughly']"
around,"['about', 'everywhere', 'over']"
as,"['at the time that', 'during the time that', 'in the act of', 'in the process of', 'just as', 'on the point of']"
aside,"['alone', 'away', 'down', 'out', 'separately']"
aually,[]
automatically,"['naturally', 'no doubt', 'undoubtedly', 'unquestionably']"
away,"['abroad', 'absent', 'aside', 'distant', 'elsewhere', 'off', 'over']"
backwards,['backward']
badly,"['awkwardly', 'clumsily', 'poorly']"
barely,"['almost', 'hardly', 'scarcely']"
basically,"['essentially', 'mostly']"
below,['down']
besides,"['also', 'likewise', 'too']"
bloody,"['blood-soaked', 'bloodstained', 'gory', 'grisly']"
both,"['one and the other', 'the couple', 'the pair', 'the two', 'twain']"
bravely,"['boldly', 'fearlessly', 'gallantly', 'gamely', 'heroically', 'valiantly']"
briefly,['shortly']
briskly,"['nimbly', 'rapidly', 'vigorously']"
broadly,"['chiefly', 'generally', 'mostly', 'predominantly', 'principally', 'widely']"
brutally,"['ferociously', 'fiercely', 'mercilessly', 'relentlessly', 'ruthlessly', 'savagely', 'viciously']"
busily,"['ardently', 'assiduously', 'carefully', 'diligently', 'eagerly', 'earnestly', 'energetically', 'enthusiastically', 'hastily', 'hurriedly', 'laboriously', 'nimbly', 'painstakingly', 'purposefully', 'restlessly', 'vigorously']"
by,"['aside', 'away', 'through']"
certainly,"['absolutely', 'assuredly', 'exactly', 'surely']"
cheaply,"['inexpensively', 'poorly', 'reasonably']"
churchward,[]
cicily,[]
clandestinely,"['confidentially', 'covertly', 'stealthily', 'surreptitiously']"
clearly,"['apparently', 'certainly', 'definitely', 'distinctly', 'evidently', 'obviously', 'openly', 'plainly', 'positively', 'precisely', 'seemingly', 'surely', 'undoubtedly']"
close,"['adjacent', 'convenient', 'warm']"
closely,"['firmly', 'hard', 'intently', 'intimately', 'jointly', 'meticulously', 'scrupulously', 'sharply', 'strictly', 'thoughtfully']"
closer,"['adjacent', 'convenient', 'warm']"
commonly,"['frequently', 'generally', 'more often than not', 'ordinarily', 'regularly']"
comparatively,"['analogously', 'approximately', 'similarly']"
completely,"['absolutely', 'altogether', 'comprehensively', 'effectively', 'finally', 'fully', 'perfectly', 'quite', 'thoroughly', 'totally', 'ultimately', 'unconditionally', 'utterly', 'wholly']"
consequently,['therefore']
considerably,"['appreciably', 'far', 'greatly', 'markedly', 'noticeably', 'rather', 'remarkably', 'somewhat', 'substantially']"
consistently,"['always', 'constantly', 'frequently', 'normally', 'persistently', 'regularly', 'routinely', 'steadily', 'typically']"
constantly,"['continually', 'invariably', 'regularly', 'steadily']"
correctly,"['accurately', 'justly', 'nicely', 'perfectly', 'precisely', 'properly', 'rightly']"
curiously,"['awfully', 'extraordinarily', 'really', 'remarkably', 'so', 'strangely', 'surprisingly', 'terribly', 'terrifically', 'uncommonly', 'very']"
currently,"['directly', 'presently']"
curtly,"['bluntly', 'crudely', 'harshly']"
dangerously,"['alarmingly', 'critically', 'desperately', 'perilously', 'precariously', 'recklessly', 'seriously', 'severely']"
deep,"['broad', 'buried', 'deep-seated', 'far', 'profound', 'rooted', 'wide']"
deeply,"['acutely', 'genuinely', 'intensely', 'passionately', 'profoundly', 'sadly', 'seriously', 'severely', 'surely', 'thoroughly']"
definitely,"['absolutely', 'clearly', 'decidedly', 'doubtless', 'easily', 'finally', 'obviously', 'plainly', 'surely', 'undeniably', 'unequivocally', 'unquestionably']"
deliberately,"['consciously', 'knowingly', 'pointedly', 'purposely', 'studiously', 'voluntarily', 'willfully']"
desperately,"['badly', 'dangerously', 'fiercely', 'greatly', 'perilously', 'seriously']"
differently,"['individually', 'negatively', 'separately', 'variously']"
directly,"['precisely', 'straight']"
downstairs,"['basement', 'canvas', 'carpet', 'deck', 'flooring', 'ground', 'mat', 'rug', 'stage']"
